ImageA,ImageB,SSIM,PCC,MAE,E_dist,C_dist
image_2235_Nucleus.ome.tiff,image_2235_Nucleus.ome_fake_B.png,0.6028,0.4656,0.0821,117.0367,0.1963
image_2191_Nucleus.ome.tiff,image_2191_Nucleus.ome_fake_B.png,0.6543,0.5102,0.0656,112.9802,0.2114
image_2431_Nucleus.ome.tiff,image_2431_Nucleus.ome_fake_B.png,0.7863,0.7303,0.0474,203.7633,0.2101
image_1444_Nucleus.ome.tiff,image_1444_Nucleus.ome_fake_B.png,0.7922,0.6727,0.0325,37.8467,0.2434
image_1096_Nucleus.ome.tiff,image_1096_Nucleus.ome_fake_B.png,0.7611,0.2495,0.0695,69.8965,0.3397
image_249_Nucleus.ome.tiff,image_249_Nucleus.ome_fake_B.png,0.7237,0.6715,0.0475,198.9278,0.2485
image_227_Nucleus.ome.tiff,image_227_Nucleus.ome_fake_B.png,0.5768,0.5071,0.0646,256.4571,0.3752
image_39_Nucleus.ome.tiff,image_39_Nucleus.ome_fake_B.png,0.5672,0.4458,0.0514,189.7014,0.4171
image_732_Nucleus.ome.tiff,image_732_Nucleus.ome_fake_B.png,0.7328,0.5045,0.0531,56.2509,0.3274
image_1221_Nucleus.ome.tiff,image_1221_Nucleus.ome_fake_B.png,0.7714,0.3652,0.0638,63.0462,0.2678
image_2540_Nucleus.ome.tiff,image_2540_Nucleus.ome_fake_B.png,0.7807,0.4448,0.0340,196.3702,0.5071
image_2305_Nucleus.ome.tiff,image_2305_Nucleus.ome_fake_B.png,0.8765,0.4319,0.0312,204.1192,0.5136
image_151_Nucleus.ome.tiff,image_151_Nucleus.ome_fake_B.png,0.7964,0.8047,0.0258,143.8642,0.1735
image_2379_Nucleus.ome.tiff,image_2379_Nucleus.ome_fake_B.png,0.8238,0.6726,0.0187,146.7466,0.3107
image_1726_Nucleus.ome.tiff,image_1726_Nucleus.ome_fake_B.png,0.6078,0.3283,0.0905,125.7840,0.2203
image_1055_Nucleus.ome.tiff,image_1055_Nucleus.ome_fake_B.png,0.7592,0.5038,0.0604,55.0914,0.2643
image_1607_Nucleus.ome.tiff,image_1607_Nucleus.ome_fake_B.png,0.6132,0.2127,0.1394,104.2578,0.2607
image_1642_Nucleus.ome.tiff,image_1642_Nucleus.ome_fake_B.png,0.7430,0.3438,0.0441,54.7621,0.5346
image_1057_Nucleus.ome.tiff,image_1057_Nucleus.ome_fake_B.png,0.5987,0.5319,0.0581,53.6165,0.3050
image_839_Nucleus.ome.tiff,image_839_Nucleus.ome_fake_B.png,0.5377,0.1605,0.1093,93.9207,0.5520
image_1418_Nucleus.ome.tiff,image_1418_Nucleus.ome_fake_B.png,0.7079,0.3496,0.0499,54.9158,0.4317
image_2483_Nucleus.ome.tiff,image_2483_Nucleus.ome_fake_B.png,0.8197,0.6406,0.0355,178.3537,0.2895
image_735_Nucleus.ome.tiff,image_735_Nucleus.ome_fake_B.png,0.2435,0.4961,0.4394,228.1056,0.1629
image_445_Nucleus.ome.tiff,image_445_Nucleus.ome_fake_B.png,0.0334,-0.0213,0.2945,164.9707,0.3702
image_1588_Nucleus.ome.tiff,image_1588_Nucleus.ome_fake_B.png,0.7205,0.1781,0.0884,78.7918,0.3294
image_1078_Nucleus.ome.tiff,image_1078_Nucleus.ome_fake_B.png,0.7036,0.3841,0.0409,46.2668,0.4220
image_2504_Nucleus.ome.tiff,image_2504_Nucleus.ome_fake_B.png,0.7946,0.3237,0.0404,224.6077,0.5876
image_1409_Nucleus.ome.tiff,image_1409_Nucleus.ome_fake_B.png,0.7081,0.7032,0.0822,54.0194,0.1174
image_1366_Nucleus.ome.tiff,image_1366_Nucleus.ome_fake_B.png,0.7850,0.5711,0.0522,51.0395,0.2245
image_1478_Nucleus.ome.tiff,image_1478_Nucleus.ome_fake_B.png,0.7478,0.4781,0.0570,51.9159,0.2898
image_1285_Nucleus.ome.tiff,image_1285_Nucleus.ome_fake_B.png,0.7728,0.1085,0.0647,80.3288,0.7046
image_1110_Nucleus.ome.tiff,image_1110_Nucleus.ome_fake_B.png,0.0291,0.0403,0.3052,169.3999,0.3756
image_1185_Nucleus.ome.tiff,image_1185_Nucleus.ome_fake_B.png,0.7735,-0.0919,0.0689,70.1986,0.4261
image_1092_Nucleus.ome.tiff,image_1092_Nucleus.ome_fake_B.png,0.7584,0.3683,0.0666,54.7170,0.2196
image_793_Nucleus.ome.tiff,image_793_Nucleus.ome_fake_B.png,0.6928,-0.0766,0.0608,71.0080,0.8447
image_1805_Nucleus.ome.tiff,image_1805_Nucleus.ome_fake_B.png,0.5447,0.4757,0.0841,126.7942,0.1786
image_5_Nucleus.ome.tiff,image_5_Nucleus.ome_fake_B.png,0.7318,0.0996,0.0546,225.7659,0.5172
image_141_Nucleus.ome.tiff,image_141_Nucleus.ome_fake_B.png,0.8279,0.5944,0.0419,231.5958,0.3370
image_1790_Nucleus.ome.tiff,image_1790_Nucleus.ome_fake_B.png,0.6765,0.5710,0.0558,99.5968,0.1625
image_693_Nucleus.ome.tiff,image_693_Nucleus.ome_fake_B.png,0.5492,0.2770,0.0986,81.8854,0.4589
image_644_Nucleus.ome.tiff,image_644_Nucleus.ome_fake_B.png,0.7624,0.6302,0.0544,43.2510,0.1819
image_273_Nucleus.ome.tiff,image_273_Nucleus.ome_fake_B.png,0.4655,0.4009,0.0848,157.1752,0.4463
image_343_Nucleus.ome.tiff,image_343_Nucleus.ome_fake_B.png,0.2788,0.7440,0.0493,102.4208,0.2714
image_1907_Nucleus.ome.tiff,image_1907_Nucleus.ome_fake_B.png,0.6810,0.4928,0.0615,115.5573,0.1833
image_247_Nucleus.ome.tiff,image_247_Nucleus.ome_fake_B.png,0.5097,0.4356,0.0696,263.7867,0.4107
image_358_Nucleus.ome.tiff,image_358_Nucleus.ome_fake_B.png,0.3929,0.2160,0.1741,263.7417,0.3668
image_718_Nucleus.ome.tiff,image_718_Nucleus.ome_fake_B.png,0.6350,0.2126,0.0679,69.4848,0.5380
image_1844_Nucleus.ome.tiff,image_1844_Nucleus.ome_fake_B.png,0.6074,0.2101,0.0885,143.1354,0.2792
image_76_Nucleus.ome.tiff,image_76_Nucleus.ome_fake_B.png,0.7433,0.5628,0.0422,96.6225,0.3082
image_1142_Nucleus.ome.tiff,image_1142_Nucleus.ome_fake_B.png,0.5216,0.0260,0.1667,138.6379,0.3248
image_2321_Nucleus.ome.tiff,image_2321_Nucleus.ome_fake_B.png,0.7876,0.6975,0.0339,166.9395,0.2524
image_1116_Nucleus.ome.tiff,image_1116_Nucleus.ome_fake_B.png,0.7500,0.6473,0.0789,63.8327,0.1320
image_2013_Nucleus.ome.tiff,image_2013_Nucleus.ome_fake_B.png,0.6708,0.5346,0.0670,103.1758,0.1796
image_559_Nucleus.ome.tiff,image_559_Nucleus.ome_fake_B.png,0.7522,0.5192,0.0423,47.5946,0.3485
image_1789_Nucleus.ome.tiff,image_1789_Nucleus.ome_fake_B.png,0.7048,0.3581,0.0624,117.8782,0.2701
image_1367_Nucleus.ome.tiff,image_1367_Nucleus.ome_fake_B.png,0.7778,0.4841,0.0373,47.2960,0.4146
image_661_Nucleus.ome.tiff,image_661_Nucleus.ome_fake_B.png,0.6953,0.6536,0.0708,54.1423,0.2361
image_1030_Nucleus.ome.tiff,image_1030_Nucleus.ome_fake_B.png,0.8067,0.4711,0.0534,50.9699,0.1861
image_1531_Nucleus.ome.tiff,image_1531_Nucleus.ome_fake_B.png,0.8088,0.4380,0.0541,59.8821,0.2481
image_1820_Nucleus.ome.tiff,image_1820_Nucleus.ome_fake_B.png,0.6086,0.1204,0.0803,134.6124,0.2991
image_367_Nucleus.ome.tiff,image_367_Nucleus.ome_fake_B.png,0.5545,0.5485,0.0385,115.4143,0.4207
image_69_Nucleus.ome.tiff,image_69_Nucleus.ome_fake_B.png,0.7676,0.5546,0.0397,97.9403,0.3194
image_943_Nucleus.ome.tiff,image_943_Nucleus.ome_fake_B.png,0.8364,0.6202,0.0440,48.2046,0.1555
image_1436_Nucleus.ome.tiff,image_1436_Nucleus.ome_fake_B.png,0.5732,0.0913,0.1098,96.8571,0.6289
image_1579_Nucleus.ome.tiff,image_1579_Nucleus.ome_fake_B.png,0.5018,0.3003,0.0736,65.6364,0.4558
image_865_Nucleus.ome.tiff,image_865_Nucleus.ome_fake_B.png,0.7694,0.0786,0.0776,74.2566,0.3708
image_1432_Nucleus.ome.tiff,image_1432_Nucleus.ome_fake_B.png,0.6692,0.2357,0.0983,72.3096,0.2369
image_1380_Nucleus.ome.tiff,image_1380_Nucleus.ome_fake_B.png,0.8029,0.1260,0.0444,58.0723,0.7024
image_508_Nucleus.ome.tiff,image_508_Nucleus.ome_fake_B.png,0.7319,0.6003,0.0767,54.8988,0.1394
image_297_Nucleus.ome.tiff,image_297_Nucleus.ome_fake_B.png,0.5588,0.3647,0.0588,151.4667,0.5162
image_1274_Nucleus.ome.tiff,image_1274_Nucleus.ome_fake_B.png,0.0293,0.0216,0.3113,172.4051,0.3572
image_1378_Nucleus.ome.tiff,image_1378_Nucleus.ome_fake_B.png,0.6314,0.2987,0.0702,63.6716,0.4625
image_1184_Nucleus.ome.tiff,image_1184_Nucleus.ome_fake_B.png,0.7744,0.2370,0.0618,56.8253,0.2641
image_534_Nucleus.ome.tiff,image_534_Nucleus.ome_fake_B.png,0.7563,0.3616,0.0509,58.6947,0.4832
image_1481_Nucleus.ome.tiff,image_1481_Nucleus.ome_fake_B.png,0.6285,0.1280,0.0903,86.0554,0.5783
image_143_Nucleus.ome.tiff,image_143_Nucleus.ome_fake_B.png,0.6131,0.6425,0.0910,347.3969,0.2662
image_1668_Nucleus.ome.tiff,image_1668_Nucleus.ome_fake_B.png,0.8079,0.0148,0.0613,69.0469,0.4066
image_733_Nucleus.ome.tiff,image_733_Nucleus.ome_fake_B.png,0.7607,0.4065,0.0727,68.5597,0.2696
image_2093_Nucleus.ome.tiff,image_2093_Nucleus.ome_fake_B.png,0.7464,0.2118,0.0578,117.9113,0.3261
image_1954_Nucleus.ome.tiff,image_1954_Nucleus.ome_fake_B.png,0.6195,0.1115,0.0920,139.6237,0.2992
image_835_Nucleus.ome.tiff,image_835_Nucleus.ome_fake_B.png,0.6870,0.0797,0.0586,65.8962,0.7077
image_2539_Nucleus.ome.tiff,image_2539_Nucleus.ome_fake_B.png,0.8461,0.4945,0.0259,179.4763,0.4506
image_1355_Nucleus.ome.tiff,image_1355_Nucleus.ome_fake_B.png,0.7451,0.5125,0.0460,50.9797,0.3684
image_590_Nucleus.ome.tiff,image_590_Nucleus.ome_fake_B.png,0.7388,0.4551,0.0440,48.2937,0.3968
image_1658_Nucleus.ome.tiff,image_1658_Nucleus.ome_fake_B.png,0.2057,0.0993,0.5022,262.4206,0.1983
image_670_Nucleus.ome.tiff,image_670_Nucleus.ome_fake_B.png,0.7213,0.1469,0.0761,62.0402,0.3884
image_505_Nucleus.ome.tiff,image_505_Nucleus.ome_fake_B.png,0.7577,0.1350,0.0692,72.2804,0.3827
image_327_Nucleus.ome.tiff,image_327_Nucleus.ome_fake_B.png,0.2778,0.1641,0.0815,168.6202,0.7331
image_1199_Nucleus.ome.tiff,image_1199_Nucleus.ome_fake_B.png,0.7537,0.6307,0.0648,52.3729,0.1064
image_2158_Nucleus.ome.tiff,image_2158_Nucleus.ome_fake_B.png,0.5648,0.1037,0.0916,148.5121,0.2786
image_809_Nucleus.ome.tiff,image_809_Nucleus.ome_fake_B.png,0.7604,-0.0238,0.0774,72.7067,0.3969
image_1636_Nucleus.ome.tiff,image_1636_Nucleus.ome_fake_B.png,0.7733,0.5394,0.0670,56.9949,0.1636
image_2310_Nucleus.ome.tiff,image_2310_Nucleus.ome_fake_B.png,0.8095,0.6534,0.0350,177.6625,0.2882
image_139_Nucleus.ome.tiff,image_139_Nucleus.ome_fake_B.png,0.7106,0.6466,0.0663,275.3010,0.2683
image_647_Nucleus.ome.tiff,image_647_Nucleus.ome_fake_B.png,0.8048,0.4953,0.0542,51.4096,0.1970
image_27_Nucleus.ome.tiff,image_27_Nucleus.ome_fake_B.png,0.7057,0.1390,0.0485,216.5899,0.5733
image_887_Nucleus.ome.tiff,image_887_Nucleus.ome_fake_B.png,0.6134,0.1466,0.0702,67.8853,0.5831
image_962_Nucleus.ome.tiff,image_962_Nucleus.ome_fake_B.png,0.7780,0.5097,0.0379,46.9431,0.3924
image_652_Nucleus.ome.tiff,image_652_Nucleus.ome_fake_B.png,0.7772,-0.0483,0.0651,69.6794,0.5127
image_2156_Nucleus.ome.tiff,image_2156_Nucleus.ome_fake_B.png,0.7558,0.1848,0.0527,111.7565,0.2479
image_1710_Nucleus.ome.tiff,image_1710_Nucleus.ome_fake_B.png,0.5456,0.4799,0.0695,102.7371,0.1237
image_1340_Nucleus.ome.tiff,image_1340_Nucleus.ome_fake_B.png,0.7677,0.3184,0.0666,63.2913,0.2600
image_2246_Nucleus.ome.tiff,image_2246_Nucleus.ome_fake_B.png,0.7402,0.5798,0.0445,92.3382,0.1696
image_1702_Nucleus.ome.tiff,image_1702_Nucleus.ome_fake_B.png,0.7110,0.5070,0.0554,106.4993,0.1828
image_1721_Nucleus.ome.tiff,image_1721_Nucleus.ome_fake_B.png,0.6589,0.1528,0.0650,122.2116,0.2649
image_1173_Nucleus.ome.tiff,image_1173_Nucleus.ome_fake_B.png,0.8100,0.7232,0.0317,40.2260,0.2212
image_623_Nucleus.ome.tiff,image_623_Nucleus.ome_fake_B.png,0.7781,0.4034,0.0605,50.3093,0.2213
image_543_Nucleus.ome.tiff,image_543_Nucleus.ome_fake_B.png,0.8229,0.6624,0.0428,41.9308,0.1573
image_1562_Nucleus.ome.tiff,image_1562_Nucleus.ome_fake_B.png,0.6894,0.2304,0.0514,55.8433,0.5837
image_1435_Nucleus.ome.tiff,image_1435_Nucleus.ome_fake_B.png,0.7596,0.4860,0.0636,54.6746,0.2214
image_1861_Nucleus.ome.tiff,image_1861_Nucleus.ome_fake_B.png,0.6120,0.2817,0.0801,123.3172,0.2724
image_673_Nucleus.ome.tiff,image_673_Nucleus.ome_fake_B.png,0.7103,0.4352,0.0791,59.4085,0.2302
image_1178_Nucleus.ome.tiff,image_1178_Nucleus.ome_fake_B.png,0.7840,0.3177,0.0566,60.8251,0.2350
image_366_Nucleus.ome.tiff,image_366_Nucleus.ome_fake_B.png,0.7685,0.6225,0.0317,104.5101,0.3282
image_2133_Nucleus.ome.tiff,image_2133_Nucleus.ome_fake_B.png,0.7011,0.5659,0.0502,90.4948,0.1349
image_323_Nucleus.ome.tiff,image_323_Nucleus.ome_fake_B.png,0.7078,0.3480,0.0305,118.8343,0.6145
image_2447_Nucleus.ome.tiff,image_2447_Nucleus.ome_fake_B.png,0.8398,0.7888,0.0214,136.9422,0.1932
image_1044_Nucleus.ome.tiff,image_1044_Nucleus.ome_fake_B.png,0.7326,0.1052,0.0787,75.0092,0.3894
image_1310_Nucleus.ome.tiff,image_1310_Nucleus.ome_fake_B.png,0.5991,-0.1433,0.0817,73.5776,0.7859
image_95_Nucleus.ome.tiff,image_95_Nucleus.ome_fake_B.png,0.6705,0.0762,0.0947,270.7212,0.6227
image_2385_Nucleus.ome.tiff,image_2385_Nucleus.ome_fake_B.png,0.8704,0.7053,0.0257,155.1856,0.2597
image_2424_Nucleus.ome.tiff,image_2424_Nucleus.ome_fake_B.png,0.8156,0.4473,0.0390,209.9993,0.4730
image_2141_Nucleus.ome.tiff,image_2141_Nucleus.ome_fake_B.png,0.6451,0.3168,0.0712,116.6074,0.2739
image_1220_Nucleus.ome.tiff,image_1220_Nucleus.ome_fake_B.png,0.7081,0.7291,0.0509,53.1202,0.1883
image_2061_Nucleus.ome.tiff,image_2061_Nucleus.ome_fake_B.png,0.6084,0.4233,0.0787,127.9659,0.1878
image_1999_Nucleus.ome.tiff,image_1999_Nucleus.ome_fake_B.png,0.7120,0.4258,0.0577,111.9670,0.2180
image_1655_Nucleus.ome.tiff,image_1655_Nucleus.ome_fake_B.png,0.6436,0.3263,0.0724,67.4771,0.4463
image_2127_Nucleus.ome.tiff,image_2127_Nucleus.ome_fake_B.png,0.6475,0.2152,0.0780,132.7038,0.3512
image_1529_Nucleus.ome.tiff,image_1529_Nucleus.ome_fake_B.png,0.7387,0.5418,0.0743,57.5362,0.1726
image_920_Nucleus.ome.tiff,image_920_Nucleus.ome_fake_B.png,0.7303,0.0124,0.0836,66.2059,0.3383
image_169_Nucleus.ome.tiff,image_169_Nucleus.ome_fake_B.png,0.7044,0.7525,0.0413,186.7508,0.2112
image_388_Nucleus.ome.tiff,image_388_Nucleus.ome_fake_B.png,0.7864,0.6382,0.0306,97.9504,0.3092
image_964_Nucleus.ome.tiff,image_964_Nucleus.ome_fake_B.png,0.6259,0.4221,0.0891,81.2672,0.3658
image_1502_Nucleus.ome.tiff,image_1502_Nucleus.ome_fake_B.png,0.5279,0.4272,0.1032,86.8040,0.3652
image_2205_Nucleus.ome.tiff,image_2205_Nucleus.ome_fake_B.png,0.7230,0.4104,0.0572,103.5864,0.2033
image_430_Nucleus.ome.tiff,image_430_Nucleus.ome_fake_B.png,0.6738,0.3050,0.0602,59.3669,0.4572
image_1624_Nucleus.ome.tiff,image_1624_Nucleus.ome_fake_B.png,0.6606,0.0295,0.0838,84.5326,0.6875
image_2272_Nucleus.ome.tiff,image_2272_Nucleus.ome_fake_B.png,0.5705,0.3477,0.0823,131.0012,0.2157
image_1703_Nucleus.ome.tiff,image_1703_Nucleus.ome_fake_B.png,0.6836,0.3604,0.0604,99.0115,0.2547
image_1524_Nucleus.ome.tiff,image_1524_Nucleus.ome_fake_B.png,0.6888,0.3194,0.1026,92.1976,0.2725
image_944_Nucleus.ome.tiff,image_944_Nucleus.ome_fake_B.png,0.1189,0.0798,0.1612,93.6328,0.3921
image_1467_Nucleus.ome.tiff,image_1467_Nucleus.ome_fake_B.png,0.1947,0.2206,0.5046,262.4332,0.2219
image_806_Nucleus.ome.tiff,image_806_Nucleus.ome_fake_B.png,0.6340,-0.0798,0.0785,78.7056,0.7918
image_1970_Nucleus.ome.tiff,image_1970_Nucleus.ome_fake_B.png,0.6399,0.3979,0.0644,104.5083,0.1700
image_1583_Nucleus.ome.tiff,image_1583_Nucleus.ome_fake_B.png,0.8059,0.5029,0.0659,65.4302,0.2125
image_2508_Nucleus.ome.tiff,image_2508_Nucleus.ome_fake_B.png,0.6338,0.5203,0.0405,186.7778,0.4404
image_1680_Nucleus.ome.tiff,image_1680_Nucleus.ome_fake_B.png,0.6912,0.3629,0.0764,59.4033,0.3006
image_177_Nucleus.ome.tiff,image_177_Nucleus.ome_fake_B.png,0.5518,0.1660,0.1315,394.1750,0.4653
image_1063_Nucleus.ome.tiff,image_1063_Nucleus.ome_fake_B.png,0.7749,0.4208,0.0604,54.9289,0.2618
image_1585_Nucleus.ome.tiff,image_1585_Nucleus.ome_fake_B.png,0.7069,0.0433,0.0894,74.5868,0.3612
image_1422_Nucleus.ome.tiff,image_1422_Nucleus.ome_fake_B.png,0.8078,0.5468,0.0522,58.0345,0.2046
image_1032_Nucleus.ome.tiff,image_1032_Nucleus.ome_fake_B.png,0.8004,0.3737,0.0559,49.4697,0.2318
image_994_Nucleus.ome.tiff,image_994_Nucleus.ome_fake_B.png,0.6753,0.2467,0.0676,68.6272,0.5194
image_2256_Nucleus.ome.tiff,image_2256_Nucleus.ome_fake_B.png,0.5908,0.2900,0.0885,134.0025,0.2464
image_1598_Nucleus.ome.tiff,image_1598_Nucleus.ome_fake_B.png,0.7640,0.2867,0.0671,64.8751,0.3350
image_75_Nucleus.ome.tiff,image_75_Nucleus.ome_fake_B.png,0.5949,0.5167,0.0565,98.8480,0.3324
image_1990_Nucleus.ome.tiff,image_1990_Nucleus.ome_fake_B.png,0.6361,-0.0444,0.0804,141.7909,0.2534
image_1160_Nucleus.ome.tiff,image_1160_Nucleus.ome_fake_B.png,0.6785,0.1682,0.0590,64.1418,0.5950
image_2045_Nucleus.ome.tiff,image_2045_Nucleus.ome_fake_B.png,0.7207,0.4393,0.0555,103.2474,0.1917
image_1711_Nucleus.ome.tiff,image_1711_Nucleus.ome_fake_B.png,0.6075,0.3016,0.0735,124.4232,0.2595
image_421_Nucleus.ome.tiff,image_421_Nucleus.ome_fake_B.png,0.6746,0.5028,0.0561,56.6682,0.3529
image_1461_Nucleus.ome.tiff,image_1461_Nucleus.ome_fake_B.png,0.6435,0.0414,0.0736,70.0790,0.6446
image_1978_Nucleus.ome.tiff,image_1978_Nucleus.ome_fake_B.png,0.3305,0.5379,0.1053,146.8485,0.2028
image_1860_Nucleus.ome.tiff,image_1860_Nucleus.ome_fake_B.png,0.2488,0.3429,0.1938,201.2102,0.2773
image_633_Nucleus.ome.tiff,image_633_Nucleus.ome_fake_B.png,0.8080,0.1165,0.0535,62.0300,0.3149
image_2138_Nucleus.ome.tiff,image_2138_Nucleus.ome_fake_B.png,0.6570,0.4731,0.0595,100.5315,0.1925
image_2165_Nucleus.ome.tiff,image_2165_Nucleus.ome_fake_B.png,0.6603,0.3837,0.0618,106.2084,0.1917
image_715_Nucleus.ome.tiff,image_715_Nucleus.ome_fake_B.png,0.7010,0.5265,0.0668,53.8542,0.2776
image_2384_Nucleus.ome.tiff,image_2384_Nucleus.ome_fake_B.png,0.7738,0.5994,0.0534,235.0381,0.3061
image_2025_Nucleus.ome.tiff,image_2025_Nucleus.ome_fake_B.png,0.6877,0.3452,0.0671,109.3731,0.2257
image_33_Nucleus.ome.tiff,image_33_Nucleus.ome_fake_B.png,0.7024,0.3539,0.0581,243.6853,0.3997
image_1410_Nucleus.ome.tiff,image_1410_Nucleus.ome_fake_B.png,0.6487,0.5117,0.0586,60.4859,0.3540
image_333_Nucleus.ome.tiff,image_333_Nucleus.ome_fake_B.png,0.2065,0.4249,0.0794,137.8399,0.5358
image_2082_Nucleus.ome.tiff,image_2082_Nucleus.ome_fake_B.png,0.7016,0.2685,0.0655,118.4075,0.2582
image_1728_Nucleus.ome.tiff,image_1728_Nucleus.ome_fake_B.png,0.5774,0.4450,0.0855,121.3611,0.1879
image_1972_Nucleus.ome.tiff,image_1972_Nucleus.ome_fake_B.png,0.6507,0.1906,0.0756,134.1307,0.3365
image_2260_Nucleus.ome.tiff,image_2260_Nucleus.ome_fake_B.png,0.5582,0.3369,0.0982,143.2403,0.2698
image_2081_Nucleus.ome.tiff,image_2081_Nucleus.ome_fake_B.png,0.6915,0.2207,0.0674,123.9927,0.2824
image_1354_Nucleus.ome.tiff,image_1354_Nucleus.ome_fake_B.png,0.6667,0.2166,0.0964,59.1496,0.2119
image_1348_Nucleus.ome.tiff,image_1348_Nucleus.ome_fake_B.png,0.8572,0.4693,0.0364,45.7515,0.1852
image_1842_Nucleus.ome.tiff,image_1842_Nucleus.ome_fake_B.png,0.6465,0.3361,0.0708,121.1401,0.2544
image_671_Nucleus.ome.tiff,image_671_Nucleus.ome_fake_B.png,0.6116,0.2535,0.0507,62.5920,0.6219
image_2499_Nucleus.ome.tiff,image_2499_Nucleus.ome_fake_B.png,0.6642,0.3996,0.0612,272.9197,0.5029
image_1466_Nucleus.ome.tiff,image_1466_Nucleus.ome_fake_B.png,0.7487,0.5558,0.0639,54.3112,0.2402
image_2296_Nucleus.ome.tiff,image_2296_Nucleus.ome_fake_B.png,0.8212,0.6347,0.0369,196.2260,0.3094
image_1984_Nucleus.ome.tiff,image_1984_Nucleus.ome_fake_B.png,0.5919,0.4014,0.0740,115.5621,0.1866
image_1563_Nucleus.ome.tiff,image_1563_Nucleus.ome_fake_B.png,0.7247,0.3438,0.0889,59.6629,0.1913
image_2280_Nucleus.ome.tiff,image_2280_Nucleus.ome_fake_B.png,0.6530,0.2201,0.0774,129.2424,0.2630
image_1691_Nucleus.ome.tiff,image_1691_Nucleus.ome_fake_B.png,0.7904,0.4367,0.0399,48.6130,0.3931
image_826_Nucleus.ome.tiff,image_826_Nucleus.ome_fake_B.png,0.6971,-0.0471,0.1025,90.8420,0.4607
image_2389_Nucleus.ome.tiff,image_2389_Nucleus.ome_fake_B.png,0.8005,0.5866,0.0445,206.3243,0.3210
image_1821_Nucleus.ome.tiff,image_1821_Nucleus.ome_fake_B.png,0.5703,0.4488,0.0793,107.2836,0.1924
image_1334_Nucleus.ome.tiff,image_1334_Nucleus.ome_fake_B.png,0.6612,0.2583,0.0729,72.0478,0.5057
image_1047_Nucleus.ome.tiff,image_1047_Nucleus.ome_fake_B.png,0.6451,0.3231,0.0690,69.9118,0.4992
image_904_Nucleus.ome.tiff,image_904_Nucleus.ome_fake_B.png,0.7688,0.6582,0.0555,45.0291,0.1231
image_1465_Nucleus.ome.tiff,image_1465_Nucleus.ome_fake_B.png,0.8641,0.6675,0.0330,38.6038,0.1587
image_282_Nucleus.ome.tiff,image_282_Nucleus.ome_fake_B.png,0.7571,0.6340,0.0367,108.2095,0.3114
image_1108_Nucleus.ome.tiff,image_1108_Nucleus.ome_fake_B.png,0.5407,-0.0824,0.0924,83.5466,0.7352
image_829_Nucleus.ome.tiff,image_829_Nucleus.ome_fake_B.png,0.6781,0.2599,0.1096,80.8097,0.2505
image_2347_Nucleus.ome.tiff,image_2347_Nucleus.ome_fake_B.png,0.6591,0.1958,0.0951,320.2594,0.4941
image_2292_Nucleus.ome.tiff,image_2292_Nucleus.ome_fake_B.png,0.8020,0.7325,0.0388,171.2458,0.2033
image_971_Nucleus.ome.tiff,image_971_Nucleus.ome_fake_B.png,0.3093,0.1784,0.2671,151.4019,0.2222
