ImageA,ImageB,SSIM,PCC,MAE,E_dist,C_dist
image_1530_Mitochondria.ome.tiff,image_1530_Mitochondria.ome_fake_B.png,0.7212,0.2914,0.0445,41.7871,0.3185
image_441_Mitochondria.ome.tiff,image_441_Mitochondria.ome_fake_B.png,0.6240,0.2986,0.0579,54.0707,0.4355
image_2320_Mitochondria.ome.tiff,image_2320_Mitochondria.ome_fake_B.png,0.7216,0.4668,0.0356,166.8123,0.4173
image_720_Mitochondria.ome.tiff,image_720_Mitochondria.ome_fake_B.png,0.6854,0.3451,0.0505,48.8347,0.3478
image_1692_Mitochondria.ome.tiff,image_1692_Mitochondria.ome_fake_B.png,0.5689,0.1841,0.0648,56.9938,0.4683
image_1666_Mitochondria.ome.tiff,image_1666_Mitochondria.ome_fake_B.png,0.6599,0.4223,0.0543,52.1111,0.2987
image_920_Mitochondria.ome.tiff,image_920_Mitochondria.ome_fake_B.png,0.7428,0.5180,0.0385,39.9821,0.2892
image_749_Mitochondria.ome.tiff,image_749_Mitochondria.ome_fake_B.png,0.0534,0.0763,0.2454,139.5300,0.3427
image_991_Mitochondria.ome.tiff,image_991_Mitochondria.ome_fake_B.png,0.6504,0.3677,0.0566,51.6378,0.3508
image_551_Mitochondria.ome.tiff,image_551_Mitochondria.ome_fake_B.png,0.6820,0.2478,0.0503,48.4241,0.4136
image_303_Mitochondria.ome.tiff,image_303_Mitochondria.ome_fake_B.png,0.5450,0.0543,0.0816,145.8093,0.4329
image_1132_Mitochondria.ome.tiff,image_1132_Mitochondria.ome_fake_B.png,0.6416,0.3381,0.0519,53.1522,0.4367
image_253_Mitochondria.ome.tiff,image_253_Mitochondria.ome_fake_B.png,0.5090,0.2612,0.0859,144.7602,0.3425
image_2333_Mitochondria.ome.tiff,image_2333_Mitochondria.ome_fake_B.png,0.8207,0.5734,0.0256,161.9191,0.3884
image_1040_Mitochondria.ome.tiff,image_1040_Mitochondria.ome_fake_B.png,0.6203,0.3379,0.0572,51.0567,0.3558
image_362_Mitochondria.ome.tiff,image_362_Mitochondria.ome_fake_B.png,0.3566,-0.0379,0.1479,234.2530,0.4298
image_922_Mitochondria.ome.tiff,image_922_Mitochondria.ome_fake_B.png,0.6141,0.3365,0.0544,53.2694,0.4194
image_366_Mitochondria.ome.tiff,image_366_Mitochondria.ome_fake_B.png,0.3575,0.3203,0.0715,131.8263,0.4853
image_1208_Mitochondria.ome.tiff,image_1208_Mitochondria.ome_fake_B.png,0.5520,0.2587,0.0842,70.2498,0.3844
image_961_Mitochondria.ome.tiff,image_961_Mitochondria.ome_fake_B.png,0.6706,0.3316,0.0427,42.8735,0.3850
image_621_Mitochondria.ome.tiff,image_621_Mitochondria.ome_fake_B.png,0.6107,0.3348,0.0536,45.7544,0.3325
image_1329_Mitochondria.ome.tiff,image_1329_Mitochondria.ome_fake_B.png,0.6141,0.1768,0.0618,60.2288,0.5352
image_1000_Mitochondria.ome.tiff,image_1000_Mitochondria.ome_fake_B.png,0.7822,0.4818,0.0308,39.8307,0.3604
image_821_Mitochondria.ome.tiff,image_821_Mitochondria.ome_fake_B.png,0.6780,0.2822,0.0495,44.9654,0.3460
image_394_Mitochondria.ome.tiff,image_394_Mitochondria.ome_fake_B.png,0.3392,0.1788,0.1585,246.1736,0.3272
image_2359_Mitochondria.ome.tiff,image_2359_Mitochondria.ome_fake_B.png,0.7706,0.7073,0.0362,178.1049,0.2470
image_1328_Mitochondria.ome.tiff,image_1328_Mitochondria.ome_fake_B.png,0.4493,0.2285,0.0579,43.9225,0.3616
image_181_Mitochondria.ome.tiff,image_181_Mitochondria.ome_fake_B.png,0.5501,0.4189,0.0815,250.0746,0.2705
image_2354_Mitochondria.ome.tiff,image_2354_Mitochondria.ome_fake_B.png,0.7841,0.6715,0.0289,151.2934,0.2732
image_356_Mitochondria.ome.tiff,image_356_Mitochondria.ome_fake_B.png,0.4435,0.0439,0.1045,167.9392,0.3698
image_1694_Mitochondria.ome.tiff,image_1694_Mitochondria.ome_fake_B.png,0.6140,0.2831,0.0655,56.8525,0.3722
image_580_Mitochondria.ome.tiff,image_580_Mitochondria.ome_fake_B.png,0.6107,0.3135,0.0551,50.0417,0.3901
image_2457_Mitochondria.ome.tiff,image_2457_Mitochondria.ome_fake_B.png,0.6624,0.4341,0.0523,190.3258,0.3669
image_1438_Mitochondria.ome.tiff,image_1438_Mitochondria.ome_fake_B.png,0.5394,0.2244,0.0806,70.0788,0.4446
image_476_Mitochondria.ome.tiff,image_476_Mitochondria.ome_fake_B.png,0.8020,0.4002,0.0354,41.2366,0.3896
image_1641_Mitochondria.ome.tiff,image_1641_Mitochondria.ome_fake_B.png,0.6761,0.3410,0.0501,46.6967,0.3240
image_890_Mitochondria.ome.tiff,image_890_Mitochondria.ome_fake_B.png,0.7272,0.5077,0.0371,35.8873,0.2829
image_1344_Mitochondria.ome.tiff,image_1344_Mitochondria.ome_fake_B.png,0.6506,0.2681,0.0606,51.8931,0.3523
image_647_Mitochondria.ome.tiff,image_647_Mitochondria.ome_fake_B.png,0.6426,0.2592,0.0602,55.2462,0.3943
image_807_Mitochondria.ome.tiff,image_807_Mitochondria.ome_fake_B.png,0.6868,0.3716,0.0430,46.2876,0.4321
image_1656_Mitochondria.ome.tiff,image_1656_Mitochondria.ome_fake_B.png,0.5281,0.4641,0.0796,63.4827,0.2327
image_1088_Mitochondria.ome.tiff,image_1088_Mitochondria.ome_fake_B.png,0.6437,0.5624,0.0568,54.7978,0.2709
image_1536_Mitochondria.ome.tiff,image_1536_Mitochondria.ome_fake_B.png,0.7631,0.4868,0.0429,47.6611,0.3307
image_141_Mitochondria.ome.tiff,image_141_Mitochondria.ome_fake_B.png,0.7327,0.4570,0.0433,206.3466,0.4111
image_1527_Mitochondria.ome.tiff,image_1527_Mitochondria.ome_fake_B.png,0.6006,0.6167,0.0418,39.5137,0.2831
image_971_Mitochondria.ome.tiff,image_971_Mitochondria.ome_fake_B.png,0.2993,0.0561,0.1620,87.8340,0.2793
image_1430_Mitochondria.ome.tiff,image_1430_Mitochondria.ome_fake_B.png,0.1844,0.0442,0.1121,67.6343,0.3051
image_1479_Mitochondria.ome.tiff,image_1479_Mitochondria.ome_fake_B.png,0.7350,0.3362,0.0389,44.2632,0.4571
image_1200_Mitochondria.ome.tiff,image_1200_Mitochondria.ome_fake_B.png,0.6217,0.5062,0.0313,32.9210,0.3935
image_664_Mitochondria.ome.tiff,image_664_Mitochondria.ome_fake_B.png,0.6604,0.2266,0.0462,49.6276,0.5137
image_397_Mitochondria.ome.tiff,image_397_Mitochondria.ome_fake_B.png,0.3077,0.1556,0.1951,294.2929,0.2972
image_1061_Mitochondria.ome.tiff,image_1061_Mitochondria.ome_fake_B.png,0.6249,0.4371,0.0513,49.9126,0.3536
image_1393_Mitochondria.ome.tiff,image_1393_Mitochondria.ome_fake_B.png,0.6832,0.3206,0.0475,46.6095,0.3677
image_611_Mitochondria.ome.tiff,image_611_Mitochondria.ome_fake_B.png,0.6195,0.3291,0.0618,56.8492,0.3607
image_68_Mitochondria.ome.tiff,image_68_Mitochondria.ome_fake_B.png,0.5960,-0.0104,0.0468,95.9562,0.7287
image_1700_Mitochondria.ome.tiff,image_1700_Mitochondria.ome_fake_B.png,0.4573,0.0902,0.0721,56.4963,0.6321
image_701_Mitochondria.ome.tiff,image_701_Mitochondria.ome_fake_B.png,0.6001,0.3255,0.0537,48.8467,0.3552
image_1322_Mitochondria.ome.tiff,image_1322_Mitochondria.ome_fake_B.png,0.6053,0.3449,0.0512,49.5798,0.4253
image_299_Mitochondria.ome.tiff,image_299_Mitochondria.ome_fake_B.png,0.5508,0.0572,0.0894,152.2310,0.3437
image_2482_Mitochondria.ome.tiff,image_2482_Mitochondria.ome_fake_B.png,0.6304,0.3266,0.0588,200.0639,0.4143
image_1687_Mitochondria.ome.tiff,image_1687_Mitochondria.ome_fake_B.png,0.7302,0.3058,0.0409,37.6492,0.3256
image_1616_Mitochondria.ome.tiff,image_1616_Mitochondria.ome_fake_B.png,0.5446,0.3456,0.0597,50.5512,0.3729
image_862_Mitochondria.ome.tiff,image_862_Mitochondria.ome_fake_B.png,0.7000,0.4487,0.0377,39.2616,0.3486
image_1351_Mitochondria.ome.tiff,image_1351_Mitochondria.ome_fake_B.png,0.6683,0.4202,0.0459,40.4759,0.3000
image_638_Mitochondria.ome.tiff,image_638_Mitochondria.ome_fake_B.png,0.6857,0.3034,0.0506,52.8371,0.4521
image_399_Mitochondria.ome.tiff,image_399_Mitochondria.ome_fake_B.png,0.4026,-0.0550,0.1211,201.9591,0.4682
image_1622_Mitochondria.ome.tiff,image_1622_Mitochondria.ome_fake_B.png,0.6786,0.1909,0.0464,49.2991,0.5424
image_1639_Mitochondria.ome.tiff,image_1639_Mitochondria.ome_fake_B.png,0.6534,0.4278,0.0433,42.7466,0.3544
image_203_Mitochondria.ome.tiff,image_203_Mitochondria.ome_fake_B.png,0.6036,0.5702,0.0672,228.1075,0.2335
image_937_Mitochondria.ome.tiff,image_937_Mitochondria.ome_fake_B.png,0.5634,0.2032,0.0572,50.2148,0.4408
image_853_Mitochondria.ome.tiff,image_853_Mitochondria.ome_fake_B.png,0.6145,0.2589,0.0571,54.6158,0.4691
image_2314_Mitochondria.ome.tiff,image_2314_Mitochondria.ome_fake_B.png,0.6972,0.5699,0.0440,185.5629,0.3235
image_427_Mitochondria.ome.tiff,image_427_Mitochondria.ome_fake_B.png,0.6831,0.6800,0.0300,33.1224,0.2494
image_2307_Mitochondria.ome.tiff,image_2307_Mitochondria.ome_fake_B.png,0.7947,0.6987,0.0276,146.9773,0.2525
image_561_Mitochondria.ome.tiff,image_561_Mitochondria.ome_fake_B.png,0.0877,0.0359,0.1956,115.4370,0.3117
image_540_Mitochondria.ome.tiff,image_540_Mitochondria.ome_fake_B.png,0.7128,0.3957,0.0532,55.3410,0.3724
image_721_Mitochondria.ome.tiff,image_721_Mitochondria.ome_fake_B.png,0.7643,0.4298,0.0426,47.2790,0.3365
image_1129_Mitochondria.ome.tiff,image_1129_Mitochondria.ome_fake_B.png,0.6255,0.3126,0.0707,63.7343,0.3662
image_755_Mitochondria.ome.tiff,image_755_Mitochondria.ome_fake_B.png,0.6061,0.2588,0.0585,51.0711,0.3543
image_658_Mitochondria.ome.tiff,image_658_Mitochondria.ome_fake_B.png,0.6738,0.4553,0.0424,41.1852,0.3333
image_1450_Mitochondria.ome.tiff,image_1450_Mitochondria.ome_fake_B.png,0.4163,0.0651,0.0853,64.4785,0.4353
image_990_Mitochondria.ome.tiff,image_990_Mitochondria.ome_fake_B.png,0.6370,0.4199,0.0501,48.4850,0.3732
image_2467_Mitochondria.ome.tiff,image_2467_Mitochondria.ome_fake_B.png,0.3415,0.2004,0.0457,145.4683,0.6815
image_1408_Mitochondria.ome.tiff,image_1408_Mitochondria.ome_fake_B.png,0.7183,0.5429,0.0445,44.7663,0.2855
image_974_Mitochondria.ome.tiff,image_974_Mitochondria.ome_fake_B.png,0.5916,0.3947,0.0760,63.2300,0.2847
image_2429_Mitochondria.ome.tiff,image_2429_Mitochondria.ome_fake_B.png,0.6070,0.1472,0.0540,198.2099,0.6262
image_2319_Mitochondria.ome.tiff,image_2319_Mitochondria.ome_fake_B.png,0.4249,0.5367,0.1028,297.7644,0.2504
image_863_Mitochondria.ome.tiff,image_863_Mitochondria.ome_fake_B.png,0.0825,0.0642,0.2106,121.4684,0.3207
image_1060_Mitochondria.ome.tiff,image_1060_Mitochondria.ome_fake_B.png,0.7367,0.6514,0.0480,49.1590,0.2368
image_612_Mitochondria.ome.tiff,image_612_Mitochondria.ome_fake_B.png,0.6594,0.4981,0.0575,54.9036,0.3129
image_1349_Mitochondria.ome.tiff,image_1349_Mitochondria.ome_fake_B.png,0.7215,0.2710,0.0418,41.1020,0.3565
image_895_Mitochondria.ome.tiff,image_895_Mitochondria.ome_fake_B.png,0.5904,0.3032,0.0507,46.8214,0.4373
image_1178_Mitochondria.ome.tiff,image_1178_Mitochondria.ome_fake_B.png,0.5693,0.4856,0.0432,38.0480,0.4066
image_1034_Mitochondria.ome.tiff,image_1034_Mitochondria.ome_fake_B.png,0.6090,0.3433,0.0571,49.6891,0.3390
image_874_Mitochondria.ome.tiff,image_874_Mitochondria.ome_fake_B.png,0.6270,0.0756,0.0639,56.9297,0.4586
image_1642_Mitochondria.ome.tiff,image_1642_Mitochondria.ome_fake_B.png,0.6317,0.5772,0.0508,47.1820,0.2755
image_1392_Mitochondria.ome.tiff,image_1392_Mitochondria.ome_fake_B.png,0.6189,0.5230,0.0477,46.2316,0.2977
image_786_Mitochondria.ome.tiff,image_786_Mitochondria.ome_fake_B.png,0.7023,0.4198,0.0420,42.0064,0.3542
image_584_Mitochondria.ome.tiff,image_584_Mitochondria.ome_fake_B.png,0.5736,0.2161,0.0611,53.7980,0.4533
image_1507_Mitochondria.ome.tiff,image_1507_Mitochondria.ome_fake_B.png,0.5963,0.2716,0.0636,54.8864,0.3667
image_1398_Mitochondria.ome.tiff,image_1398_Mitochondria.ome_fake_B.png,0.6180,0.3801,0.0483,40.5509,0.2712
image_1008_Mitochondria.ome.tiff,image_1008_Mitochondria.ome_fake_B.png,0.6687,0.4625,0.0394,40.6390,0.3641
image_271_Mitochondria.ome.tiff,image_271_Mitochondria.ome_fake_B.png,0.5488,0.3562,0.0776,137.7942,0.2891
image_872_Mitochondria.ome.tiff,image_872_Mitochondria.ome_fake_B.png,0.6497,0.1781,0.0566,47.9318,0.2447
image_655_Mitochondria.ome.tiff,image_655_Mitochondria.ome_fake_B.png,0.6277,0.3880,0.0475,44.5440,0.3628
image_779_Mitochondria.ome.tiff,image_779_Mitochondria.ome_fake_B.png,0.6324,0.4052,0.0543,48.5150,0.3605
image_1073_Mitochondria.ome.tiff,image_1073_Mitochondria.ome_fake_B.png,0.5805,0.2308,0.0632,59.7188,0.4838
image_1559_Mitochondria.ome.tiff,image_1559_Mitochondria.ome_fake_B.png,0.7133,0.2559,0.0423,40.1195,0.3109
image_534_Mitochondria.ome.tiff,image_534_Mitochondria.ome_fake_B.png,0.7169,0.5613,0.0370,35.8052,0.2706
image_677_Mitochondria.ome.tiff,image_677_Mitochondria.ome_fake_B.png,0.6117,0.5335,0.0562,50.1636,0.2775
image_747_Mitochondria.ome.tiff,image_747_Mitochondria.ome_fake_B.png,0.7001,0.4061,0.0494,47.7926,0.3344
image_949_Mitochondria.ome.tiff,image_949_Mitochondria.ome_fake_B.png,0.6126,0.1630,0.0542,51.0116,0.5064
image_768_Mitochondria.ome.tiff,image_768_Mitochondria.ome_fake_B.png,0.4605,0.2381,0.0773,65.3964,0.4938
image_122_Mitochondria.ome.tiff,image_122_Mitochondria.ome_fake_B.png,0.6137,0.4436,0.0577,207.5718,0.3703
image_2339_Mitochondria.ome.tiff,image_2339_Mitochondria.ome_fake_B.png,0.7570,0.6126,0.0383,188.1217,0.3218
image_878_Mitochondria.ome.tiff,image_878_Mitochondria.ome_fake_B.png,0.5883,0.2905,0.0557,51.2782,0.4289
image_795_Mitochondria.ome.tiff,image_795_Mitochondria.ome_fake_B.png,0.6673,0.2218,0.0420,41.8695,0.4829
image_313_Mitochondria.ome.tiff,image_313_Mitochondria.ome_fake_B.png,0.4357,-0.0580,0.1090,162.8707,0.3652
image_292_Mitochondria.ome.tiff,image_292_Mitochondria.ome_fake_B.png,0.8102,0.6028,0.0234,74.8838,0.3212
image_1411_Mitochondria.ome.tiff,image_1411_Mitochondria.ome_fake_B.png,0.6522,0.3845,0.0529,55.1906,0.4175
image_183_Mitochondria.ome.tiff,image_183_Mitochondria.ome_fake_B.png,0.5618,0.2502,0.0810,247.0095,0.3576
image_1246_Mitochondria.ome.tiff,image_1246_Mitochondria.ome_fake_B.png,0.7195,0.4482,0.0515,54.8235,0.3370
image_864_Mitochondria.ome.tiff,image_864_Mitochondria.ome_fake_B.png,0.5315,0.3142,0.0532,44.3747,0.3035
image_1113_Mitochondria.ome.tiff,image_1113_Mitochondria.ome_fake_B.png,0.6641,0.6042,0.0439,42.5898,0.2485
image_2431_Mitochondria.ome.tiff,image_2431_Mitochondria.ome_fake_B.png,0.6156,0.4279,0.0576,224.9744,0.4264
image_479_Mitochondria.ome.tiff,image_479_Mitochondria.ome_fake_B.png,0.6065,0.1467,0.0610,54.0752,0.4441
image_1562_Mitochondria.ome.tiff,image_1562_Mitochondria.ome_fake_B.png,0.7392,0.3477,0.0366,42.8729,0.4380
image_1064_Mitochondria.ome.tiff,image_1064_Mitochondria.ome_fake_B.png,0.7198,0.4745,0.0355,39.6937,0.3674
image_278_Mitochondria.ome.tiff,image_278_Mitochondria.ome_fake_B.png,0.7653,0.6342,0.0274,79.6503,0.2848
image_855_Mitochondria.ome.tiff,image_855_Mitochondria.ome_fake_B.png,0.6111,0.3706,0.0576,52.4614,0.3693
image_202_Mitochondria.ome.tiff,image_202_Mitochondria.ome_fake_B.png,0.5967,0.4409,0.0714,218.2532,0.2534
image_881_Mitochondria.ome.tiff,image_881_Mitochondria.ome_fake_B.png,0.6325,0.3701,0.0688,63.4226,0.3713
image_967_Mitochondria.ome.tiff,image_967_Mitochondria.ome_fake_B.png,0.7342,0.3101,0.0404,36.4850,0.3233
image_742_Mitochondria.ome.tiff,image_742_Mitochondria.ome_fake_B.png,0.6299,0.3104,0.0631,59.5437,0.4049
image_1340_Mitochondria.ome.tiff,image_1340_Mitochondria.ome_fake_B.png,0.6804,0.3457,0.0524,50.7008,0.3707
image_1449_Mitochondria.ome.tiff,image_1449_Mitochondria.ome_fake_B.png,0.6137,0.1993,0.0514,49.6671,0.5357
image_511_Mitochondria.ome.tiff,image_511_Mitochondria.ome_fake_B.png,0.7200,0.4526,0.0456,46.0398,0.3064
image_1614_Mitochondria.ome.tiff,image_1614_Mitochondria.ome_fake_B.png,0.0507,-0.0225,0.2520,144.9498,0.3111
image_2292_Mitochondria.ome.tiff,image_2292_Mitochondria.ome_fake_B.png,0.6575,0.2544,0.0450,192.7699,0.5659
image_1258_Mitochondria.ome.tiff,image_1258_Mitochondria.ome_fake_B.png,0.6144,0.3410,0.0593,57.3769,0.4148
image_520_Mitochondria.ome.tiff,image_520_Mitochondria.ome_fake_B.png,0.6613,0.4439,0.0514,45.1413,0.2631
image_268_Mitochondria.ome.tiff,image_268_Mitochondria.ome_fake_B.png,0.6655,0.4507,0.0497,105.0514,0.2740
image_478_Mitochondria.ome.tiff,image_478_Mitochondria.ome_fake_B.png,0.6114,0.2564,0.0586,55.3511,0.4635
image_2308_Mitochondria.ome.tiff,image_2308_Mitochondria.ome_fake_B.png,0.7370,0.6080,0.0364,178.6012,0.3245
image_2407_Mitochondria.ome.tiff,image_2407_Mitochondria.ome_fake_B.png,0.8179,0.3887,0.0388,204.2586,0.5069
image_1169_Mitochondria.ome.tiff,image_1169_Mitochondria.ome_fake_B.png,0.5906,0.1694,0.0642,58.9827,0.4699
image_793_Mitochondria.ome.tiff,image_793_Mitochondria.ome_fake_B.png,0.6844,0.2355,0.0412,41.4263,0.4619
image_614_Mitochondria.ome.tiff,image_614_Mitochondria.ome_fake_B.png,0.5953,0.1213,0.0663,58.0173,0.4448
image_127_Mitochondria.ome.tiff,image_127_Mitochondria.ome_fake_B.png,0.6502,0.5023,0.0562,210.6195,0.3301
image_1640_Mitochondria.ome.tiff,image_1640_Mitochondria.ome_fake_B.png,0.5650,0.1767,0.0726,60.5319,0.3986
image_64_Mitochondria.ome.tiff,image_64_Mitochondria.ome_fake_B.png,0.5300,0.4136,0.0467,101.8299,0.4836
image_939_Mitochondria.ome.tiff,image_939_Mitochondria.ome_fake_B.png,0.6519,0.4179,0.0598,54.6617,0.3127
image_1373_Mitochondria.ome.tiff,image_1373_Mitochondria.ome_fake_B.png,0.0819,0.0892,0.4601,241.6366,0.2435
image_854_Mitochondria.ome.tiff,image_854_Mitochondria.ome_fake_B.png,0.6104,0.1969,0.0554,53.2429,0.4945
image_1307_Mitochondria.ome.tiff,image_1307_Mitochondria.ome_fake_B.png,0.6608,0.3431,0.0584,55.8180,0.3458
image_1539_Mitochondria.ome.tiff,image_1539_Mitochondria.ome_fake_B.png,0.6555,0.2009,0.0503,50.8874,0.5023
image_2428_Mitochondria.ome.tiff,image_2428_Mitochondria.ome_fake_B.png,0.7565,0.2741,0.0378,200.2252,0.5991
image_284_Mitochondria.ome.tiff,image_284_Mitochondria.ome_fake_B.png,0.7277,0.3029,0.0458,118.2183,0.4834
image_2334_Mitochondria.ome.tiff,image_2334_Mitochondria.ome_fake_B.png,0.8400,0.3684,0.0281,183.9774,0.5494
image_1318_Mitochondria.ome.tiff,image_1318_Mitochondria.ome_fake_B.png,0.7009,0.4403,0.0405,44.6402,0.4204
image_153_Mitochondria.ome.tiff,image_153_Mitochondria.ome_fake_B.png,0.5948,0.6165,0.0334,152.2960,0.3261
image_2348_Mitochondria.ome.tiff,image_2348_Mitochondria.ome_fake_B.png,0.7540,0.6638,0.0300,151.5150,0.2777
image_617_Mitochondria.ome.tiff,image_617_Mitochondria.ome_fake_B.png,0.6066,0.3016,0.0622,55.0414,0.3404
image_1232_Mitochondria.ome.tiff,image_1232_Mitochondria.ome_fake_B.png,0.6416,0.5762,0.0637,59.6294,0.2608
image_1012_Mitochondria.ome.tiff,image_1012_Mitochondria.ome_fake_B.png,0.6537,0.2916,0.0587,55.8783,0.3827
image_2322_Mitochondria.ome.tiff,image_2322_Mitochondria.ome_fake_B.png,0.7431,0.3506,0.0353,186.9781,0.5498
image_1491_Mitochondria.ome.tiff,image_1491_Mitochondria.ome_fake_B.png,0.2887,0.0261,0.0666,60.5707,0.5405
image_600_Mitochondria.ome.tiff,image_600_Mitochondria.ome_fake_B.png,0.6049,0.2909,0.0697,58.3033,0.3779
image_1657_Mitochondria.ome.tiff,image_1657_Mitochondria.ome_fake_B.png,0.6896,0.2911,0.0460,45.1373,0.3850
image_1516_Mitochondria.ome.tiff,image_1516_Mitochondria.ome_fake_B.png,0.5681,0.3578,0.0637,59.2135,0.3853
image_1498_Mitochondria.ome.tiff,image_1498_Mitochondria.ome_fake_B.png,0.6262,0.2940,0.0663,60.7003,0.3881
image_510_Mitochondria.ome.tiff,image_510_Mitochondria.ome_fake_B.png,0.6211,0.3109,0.0583,56.6332,0.4227
image_444_Mitochondria.ome.tiff,image_444_Mitochondria.ome_fake_B.png,0.6238,0.3184,0.0486,44.7146,0.4036
image_2366_Mitochondria.ome.tiff,image_2366_Mitochondria.ome_fake_B.png,0.5368,0.1135,0.0609,202.2524,0.5776
image_1404_Mitochondria.ome.tiff,image_1404_Mitochondria.ome_fake_B.png,0.5645,0.4376,0.0673,54.5385,0.2788
image_2373_Mitochondria.ome.tiff,image_2373_Mitochondria.ome_fake_B.png,0.6677,0.4167,0.0453,185.6500,0.4243
image_889_Mitochondria.ome.tiff,image_889_Mitochondria.ome_fake_B.png,0.6502,0.1901,0.0496,49.0114,0.5131
image_1091_Mitochondria.ome.tiff,image_1091_Mitochondria.ome_fake_B.png,0.5264,0.3044,0.0675,59.6756,0.4003
image_776_Mitochondria.ome.tiff,image_776_Mitochondria.ome_fake_B.png,0.4893,0.0117,0.0698,59.7349,0.5380
image_1155_Mitochondria.ome.tiff,image_1155_Mitochondria.ome_fake_B.png,0.6252,0.3750,0.0675,59.3264,0.3205
image_359_Mitochondria.ome.tiff,image_359_Mitochondria.ome_fake_B.png,0.5501,0.1579,0.0772,133.4151,0.3870
image_2406_Mitochondria.ome.tiff,image_2406_Mitochondria.ome_fake_B.png,0.5599,0.2458,0.0616,214.4514,0.5371
