ImageA,ImageB,SSIM,PCC,MAE,E_dist,C_dist
image_290_Mitochondria.ome.tiff,image_290_Mitochondria.ome_fake_B.png,0.6121,0.2566,0.0599,124.3649,0.5196
image_1563_Mitochondria.ome.tiff,image_1563_Mitochondria.ome_fake_B.png,0.6759,0.4144,0.0495,49.3475,0.3227
image_1391_Mitochondria.ome.tiff,image_1391_Mitochondria.ome_fake_B.png,0.5634,0.1179,0.0674,52.8481,0.2708
image_1686_Mitochondria.ome.tiff,image_1686_Mitochondria.ome_fake_B.png,0.5701,0.3881,0.0599,54.0797,0.3868
image_40_Mitochondria.ome.tiff,image_40_Mitochondria.ome_fake_B.png,0.6422,0.2752,0.0593,197.7833,0.4342
image_782_Mitochondria.ome.tiff,image_782_Mitochondria.ome_fake_B.png,0.5886,0.4011,0.0550,52.4914,0.3936
image_1390_Mitochondria.ome.tiff,image_1390_Mitochondria.ome_fake_B.png,0.3836,0.2511,0.1108,73.2526,0.3405
image_784_Mitochondria.ome.tiff,image_784_Mitochondria.ome_fake_B.png,0.6164,0.4119,0.0562,53.8700,0.3836
image_2311_Mitochondria.ome.tiff,image_2311_Mitochondria.ome_fake_B.png,0.5383,0.6309,0.0567,178.4590,0.2529
image_1634_Mitochondria.ome.tiff,image_1634_Mitochondria.ome_fake_B.png,0.6488,0.4217,0.0468,46.9004,0.3713
image_1371_Mitochondria.ome.tiff,image_1371_Mitochondria.ome_fake_B.png,0.5368,0.2034,0.0543,53.3804,0.5731
image_823_Mitochondria.ome.tiff,image_823_Mitochondria.ome_fake_B.png,0.7578,0.5888,0.0429,48.3795,0.2660
image_1331_Mitochondria.ome.tiff,image_1331_Mitochondria.ome_fake_B.png,0.6180,0.3010,0.0661,59.1306,0.3861
image_2492_Mitochondria.ome.tiff,image_2492_Mitochondria.ome_fake_B.png,0.4583,0.4422,0.0648,205.7710,0.2675
image_942_Mitochondria.ome.tiff,image_942_Mitochondria.ome_fake_B.png,0.7338,0.3129,0.0415,45.8538,0.4353
image_273_Mitochondria.ome.tiff,image_273_Mitochondria.ome_fake_B.png,0.4585,0.2692,0.1004,162.4879,0.2671
image_2415_Mitochondria.ome.tiff,image_2415_Mitochondria.ome_fake_B.png,0.7653,0.6171,0.0303,164.1185,0.3127
image_197_Mitochondria.ome.tiff,image_197_Mitochondria.ome_fake_B.png,0.4665,0.3254,0.0916,273.2967,0.3079
image_1298_Mitochondria.ome.tiff,image_1298_Mitochondria.ome_fake_B.png,0.6378,0.2050,0.0543,53.3355,0.5276
image_454_Mitochondria.ome.tiff,image_454_Mitochondria.ome_fake_B.png,0.7711,0.6390,0.0338,36.2493,0.2308
image_18_Mitochondria.ome.tiff,image_18_Mitochondria.ome_fake_B.png,0.5563,0.2923,0.0706,229.6587,0.4372
image_1471_Mitochondria.ome.tiff,image_1471_Mitochondria.ome_fake_B.png,0.6113,0.4239,0.0538,53.2294,0.3710
image_1493_Mitochondria.ome.tiff,image_1493_Mitochondria.ome_fake_B.png,0.6054,0.5851,0.0423,40.0964,0.3066
image_1446_Mitochondria.ome.tiff,image_1446_Mitochondria.ome_fake_B.png,0.5097,0.3360,0.0767,47.0094,0.3008
image_628_Mitochondria.ome.tiff,image_628_Mitochondria.ome_fake_B.png,0.6630,0.4091,0.0469,48.0843,0.3737
image_21_Mitochondria.ome.tiff,image_21_Mitochondria.ome_fake_B.png,0.6158,0.3097,0.0648,213.1893,0.3671
image_1080_Mitochondria.ome.tiff,image_1080_Mitochondria.ome_fake_B.png,0.1318,0.5080,0.1492,89.5616,0.3886
image_973_Mitochondria.ome.tiff,image_973_Mitochondria.ome_fake_B.png,0.5616,0.3341,0.0695,62.8007,0.4141
image_1317_Mitochondria.ome.tiff,image_1317_Mitochondria.ome_fake_B.png,0.5564,0.3806,0.0823,70.5257,0.3487
image_2434_Mitochondria.ome.tiff,image_2434_Mitochondria.ome_fake_B.png,0.3889,0.6949,0.0925,277.9758,0.2082
image_1214_Mitochondria.ome.tiff,image_1214_Mitochondria.ome_fake_B.png,0.0312,0.1356,0.3079,168.3232,0.3849
image_609_Mitochondria.ome.tiff,image_609_Mitochondria.ome_fake_B.png,0.5747,0.0293,0.0606,57.7236,0.6108
image_1292_Mitochondria.ome.tiff,image_1292_Mitochondria.ome_fake_B.png,0.5019,0.2961,0.0747,61.5591,0.3964
image_1470_Mitochondria.ome.tiff,image_1470_Mitochondria.ome_fake_B.png,0.5241,0.3829,0.0632,56.7515,0.4007
image_1174_Mitochondria.ome.tiff,image_1174_Mitochondria.ome_fake_B.png,0.6966,0.5092,0.0407,43.4861,0.3238
image_558_Mitochondria.ome.tiff,image_558_Mitochondria.ome_fake_B.png,0.6494,0.4599,0.0493,49.8527,0.3676
image_526_Mitochondria.ome.tiff,image_526_Mitochondria.ome_fake_B.png,0.5437,0.2396,0.0748,62.6477,0.3562
image_1598_Mitochondria.ome.tiff,image_1598_Mitochondria.ome_fake_B.png,0.6992,0.5034,0.0473,46.6087,0.2756
image_625_Mitochondria.ome.tiff,image_625_Mitochondria.ome_fake_B.png,0.7046,0.2529,0.0498,54.4212,0.4273
image_1233_Mitochondria.ome.tiff,image_1233_Mitochondria.ome_fake_B.png,0.5993,0.3559,0.0566,53.5412,0.4276
image_2324_Mitochondria.ome.tiff,image_2324_Mitochondria.ome_fake_B.png,0.8489,0.7048,0.0281,144.9512,0.2423
image_1264_Mitochondria.ome.tiff,image_1264_Mitochondria.ome_fake_B.png,0.5205,0.3619,0.0690,57.5340,0.3693
image_49_Mitochondria.ome.tiff,image_49_Mitochondria.ome_fake_B.png,0.4897,0.5319,0.0805,129.7964,0.2298
image_185_Mitochondria.ome.tiff,image_185_Mitochondria.ome_fake_B.png,0.5296,0.5364,0.0618,197.1502,0.2594
image_2411_Mitochondria.ome.tiff,image_2411_Mitochondria.ome_fake_B.png,0.5282,0.9263,0.0198,84.9100,0.0758
image_1149_Mitochondria.ome.tiff,image_1149_Mitochondria.ome_fake_B.png,0.6951,0.5199,0.0469,47.4551,0.3119
image_1510_Mitochondria.ome.tiff,image_1510_Mitochondria.ome_fake_B.png,0.5952,0.3328,0.0704,62.2478,0.3336
image_1420_Mitochondria.ome.tiff,image_1420_Mitochondria.ome_fake_B.png,0.6632,0.2590,0.0552,49.7927,0.3414
image_1196_Mitochondria.ome.tiff,image_1196_Mitochondria.ome_fake_B.png,0.6353,0.4501,0.0553,51.5056,0.2975
image_346_Mitochondria.ome.tiff,image_346_Mitochondria.ome_fake_B.png,0.4690,0.2681,0.0581,116.5910,0.4917
image_700_Mitochondria.ome.tiff,image_700_Mitochondria.ome_fake_B.png,0.6845,0.3024,0.0444,50.0238,0.5038
image_1181_Mitochondria.ome.tiff,image_1181_Mitochondria.ome_fake_B.png,0.6723,0.3989,0.0500,48.3426,0.3367
image_1120_Mitochondria.ome.tiff,image_1120_Mitochondria.ome_fake_B.png,0.6256,0.3659,0.0673,63.5844,0.3723
image_560_Mitochondria.ome.tiff,image_560_Mitochondria.ome_fake_B.png,0.6661,0.3109,0.0470,47.8976,0.4530
image_1161_Mitochondria.ome.tiff,image_1161_Mitochondria.ome_fake_B.png,0.6843,0.5119,0.0475,46.8835,0.2879
image_1078_Mitochondria.ome.tiff,image_1078_Mitochondria.ome_fake_B.png,0.7310,0.4538,0.0345,41.6462,0.4020
image_194_Mitochondria.ome.tiff,image_194_Mitochondria.ome_fake_B.png,0.5545,0.3889,0.0625,195.3619,0.3209
image_909_Mitochondria.ome.tiff,image_909_Mitochondria.ome_fake_B.png,0.6523,0.3660,0.0600,59.5716,0.3699
image_270_Mitochondria.ome.tiff,image_270_Mitochondria.ome_fake_B.png,0.4943,0.2474,0.0913,154.6194,0.3354
image_2469_Mitochondria.ome.tiff,image_2469_Mitochondria.ome_fake_B.png,0.6184,0.3447,0.0493,197.5799,0.5366
image_1189_Mitochondria.ome.tiff,image_1189_Mitochondria.ome_fake_B.png,0.7759,0.5271,0.0329,44.8151,0.3814
image_1521_Mitochondria.ome.tiff,image_1521_Mitochondria.ome_fake_B.png,0.5337,0.3337,0.0581,51.7070,0.4110
image_431_Mitochondria.ome.tiff,image_431_Mitochondria.ome_fake_B.png,0.6360,0.4427,0.0432,42.0519,0.4298
image_1273_Mitochondria.ome.tiff,image_1273_Mitochondria.ome_fake_B.png,0.6453,0.5249,0.0575,52.0273,0.2411
image_1323_Mitochondria.ome.tiff,image_1323_Mitochondria.ome_fake_B.png,0.5917,0.4799,0.0527,45.6275,0.2871
image_1658_Mitochondria.ome.tiff,image_1658_Mitochondria.ome_fake_B.png,0.7073,0.4248,0.0488,46.1096,0.3215
image_1294_Mitochondria.ome.tiff,image_1294_Mitochondria.ome_fake_B.png,0.5324,0.3057,0.0677,60.1096,0.4238
image_717_Mitochondria.ome.tiff,image_717_Mitochondria.ome_fake_B.png,0.5619,0.1659,0.0663,53.2072,0.2936
image_27_Mitochondria.ome.tiff,image_27_Mitochondria.ome_fake_B.png,0.6140,0.2045,0.0582,202.3493,0.5285
image_847_Mitochondria.ome.tiff,image_847_Mitochondria.ome_fake_B.png,0.7807,0.3848,0.0342,38.0970,0.3156
image_525_Mitochondria.ome.tiff,image_525_Mitochondria.ome_fake_B.png,0.7182,0.4705,0.0422,45.8596,0.3702
image_1577_Mitochondria.ome.tiff,image_1577_Mitochondria.ome_fake_B.png,0.6615,0.2912,0.0518,53.5664,0.4616
image_506_Mitochondria.ome.tiff,image_506_Mitochondria.ome_fake_B.png,0.6712,0.2395,0.0652,64.3083,0.4565
image_1315_Mitochondria.ome.tiff,image_1315_Mitochondria.ome_fake_B.png,0.6363,0.4130,0.0580,54.9875,0.3278
image_1401_Mitochondria.ome.tiff,image_1401_Mitochondria.ome_fake_B.png,0.7244,0.2384,0.0466,49.2837,0.4295
image_772_Mitochondria.ome.tiff,image_772_Mitochondria.ome_fake_B.png,0.5620,0.1655,0.0667,55.6913,0.3855
image_1324_Mitochondria.ome.tiff,image_1324_Mitochondria.ome_fake_B.png,0.6618,0.2980,0.0488,48.8542,0.4255
image_2332_Mitochondria.ome.tiff,image_2332_Mitochondria.ome_fake_B.png,0.7756,0.5299,0.0324,180.1141,0.4003
image_1089_Mitochondria.ome.tiff,image_1089_Mitochondria.ome_fake_B.png,0.0678,0.2241,0.4391,231.7756,0.2693
image_1212_Mitochondria.ome.tiff,image_1212_Mitochondria.ome_fake_B.png,0.6245,0.5427,0.0447,50.2551,0.3654
image_681_Mitochondria.ome.tiff,image_681_Mitochondria.ome_fake_B.png,0.5880,0.1953,0.0740,65.2953,0.4126
image_936_Mitochondria.ome.tiff,image_936_Mitochondria.ome_fake_B.png,0.5945,0.4556,0.0554,51.5614,0.3476
image_1646_Mitochondria.ome.tiff,image_1646_Mitochondria.ome_fake_B.png,0.5889,0.3703,0.0520,47.9914,0.3919
image_2417_Mitochondria.ome.tiff,image_2417_Mitochondria.ome_fake_B.png,0.7338,0.6530,0.0368,163.5165,0.2558
image_648_Mitochondria.ome.tiff,image_648_Mitochondria.ome_fake_B.png,0.7019,0.6231,0.0433,41.5085,0.2052
image_2470_Mitochondria.ome.tiff,image_2470_Mitochondria.ome_fake_B.png,0.5981,0.2711,0.0586,223.0236,0.5880
image_1083_Mitochondria.ome.tiff,image_1083_Mitochondria.ome_fake_B.png,0.5086,0.1903,0.0724,61.7536,0.4565
image_77_Mitochondria.ome.tiff,image_77_Mitochondria.ome_fake_B.png,0.6514,0.3450,0.0472,98.4907,0.4343
image_2368_Mitochondria.ome.tiff,image_2368_Mitochondria.ome_fake_B.png,0.8205,0.6337,0.0370,189.4120,0.3020
image_1210_Mitochondria.ome.tiff,image_1210_Mitochondria.ome_fake_B.png,0.6264,0.2894,0.0594,57.7359,0.4490
image_2491_Mitochondria.ome.tiff,image_2491_Mitochondria.ome_fake_B.png,0.4168,0.6285,0.0526,161.0771,0.2331
image_260_Mitochondria.ome.tiff,image_260_Mitochondria.ome_fake_B.png,0.4911,0.1726,0.1018,167.2715,0.2689
image_1104_Mitochondria.ome.tiff,image_1104_Mitochondria.ome_fake_B.png,0.6420,0.5086,0.0536,47.9292,0.2507
image_1278_Mitochondria.ome.tiff,image_1278_Mitochondria.ome_fake_B.png,0.5673,0.5180,0.0732,64.3331,0.2566
image_398_Mitochondria.ome.tiff,image_398_Mitochondria.ome_fake_B.png,0.5102,-0.1093,0.1014,170.2208,0.4040
image_1097_Mitochondria.ome.tiff,image_1097_Mitochondria.ome_fake_B.png,0.1086,0.1648,0.3824,203.5414,0.2531
image_276_Mitochondria.ome.tiff,image_276_Mitochondria.ome_fake_B.png,0.7325,0.4345,0.0494,116.1825,0.3656
image_702_Mitochondria.ome.tiff,image_702_Mitochondria.ome_fake_B.png,0.7832,0.3513,0.0385,44.9552,0.3762
image_445_Mitochondria.ome.tiff,image_445_Mitochondria.ome_fake_B.png,0.0798,0.1726,0.1867,108.4917,0.2947
image_579_Mitochondria.ome.tiff,image_579_Mitochondria.ome_fake_B.png,0.6009,0.5007,0.0451,41.1671,0.3102
image_548_Mitochondria.ome.tiff,image_548_Mitochondria.ome_fake_B.png,0.6024,0.4552,0.0566,53.8480,0.3656
image_88_Mitochondria.ome.tiff,image_88_Mitochondria.ome_fake_B.png,0.7202,0.3494,0.0422,100.7969,0.4738
image_357_Mitochondria.ome.tiff,image_357_Mitochondria.ome_fake_B.png,0.4047,0.1957,0.1196,186.8446,0.2774
image_413_Mitochondria.ome.tiff,image_413_Mitochondria.ome_fake_B.png,0.5057,0.3099,0.0723,57.1957,0.3509
image_55_Mitochondria.ome.tiff,image_55_Mitochondria.ome_fake_B.png,0.3881,0.1149,0.0986,339.0264,0.6487
image_869_Mitochondria.ome.tiff,image_869_Mitochondria.ome_fake_B.png,0.7062,0.4648,0.0490,49.6197,0.3008
image_1627_Mitochondria.ome.tiff,image_1627_Mitochondria.ome_fake_B.png,0.5443,0.1199,0.0854,73.9391,0.5420
image_2338_Mitochondria.ome.tiff,image_2338_Mitochondria.ome_fake_B.png,0.8142,0.8089,0.0253,129.4933,0.1603
image_1364_Mitochondria.ome.tiff,image_1364_Mitochondria.ome_fake_B.png,0.5959,0.3397,0.0611,55.3151,0.3623
image_60_Mitochondria.ome.tiff,image_60_Mitochondria.ome_fake_B.png,0.3445,0.1871,0.1164,369.1338,0.5138
image_3_Mitochondria.ome.tiff,image_3_Mitochondria.ome_fake_B.png,0.5634,0.1412,0.0646,209.6954,0.5202
image_547_Mitochondria.ome.tiff,image_547_Mitochondria.ome_fake_B.png,0.5432,0.4107,0.0440,47.9135,0.4342
image_2474_Mitochondria.ome.tiff,image_2474_Mitochondria.ome_fake_B.png,0.5598,0.2735,0.0683,229.4799,0.5106
image_2477_Mitochondria.ome.tiff,image_2477_Mitochondria.ome_fake_B.png,0.7306,0.7833,0.0232,142.7013,0.2002
image_1263_Mitochondria.ome.tiff,image_1263_Mitochondria.ome_fake_B.png,0.6616,0.3854,0.0495,49.9740,0.4066
image_481_Mitochondria.ome.tiff,image_481_Mitochondria.ome_fake_B.png,0.6559,0.3313,0.0434,45.7648,0.4583
image_820_Mitochondria.ome.tiff,image_820_Mitochondria.ome_fake_B.png,0.5989,0.4690,0.0631,53.3133,0.2554
image_1573_Mitochondria.ome.tiff,image_1573_Mitochondria.ome_fake_B.png,0.6258,0.3978,0.0657,59.7147,0.3512
image_1065_Mitochondria.ome.tiff,image_1065_Mitochondria.ome_fake_B.png,0.7030,0.2606,0.0486,49.8174,0.4318
image_669_Mitochondria.ome.tiff,image_669_Mitochondria.ome_fake_B.png,0.5835,0.2472,0.0643,54.9525,0.3798
image_177_Mitochondria.ome.tiff,image_177_Mitochondria.ome_fake_B.png,0.6433,0.2391,0.0760,231.0539,0.3014
image_1185_Mitochondria.ome.tiff,image_1185_Mitochondria.ome_fake_B.png,0.5951,0.0988,0.0656,56.8167,0.4704
image_2349_Mitochondria.ome.tiff,image_2349_Mitochondria.ome_fake_B.png,0.6093,0.2928,0.0541,195.8028,0.4754
image_656_Mitochondria.ome.tiff,image_656_Mitochondria.ome_fake_B.png,0.6379,0.3293,0.0553,51.1224,0.3602
image_1205_Mitochondria.ome.tiff,image_1205_Mitochondria.ome_fake_B.png,0.6789,0.5274,0.0387,39.6348,0.3160
image_1566_Mitochondria.ome.tiff,image_1566_Mitochondria.ome_fake_B.png,0.5550,0.2773,0.0649,58.9505,0.4409
image_1405_Mitochondria.ome.tiff,image_1405_Mitochondria.ome_fake_B.png,0.7121,0.2773,0.0370,42.6125,0.4916
image_972_Mitochondria.ome.tiff,image_972_Mitochondria.ome_fake_B.png,0.3941,0.2441,0.0839,62.7142,0.3457
image_89_Mitochondria.ome.tiff,image_89_Mitochondria.ome_fake_B.png,0.5610,0.3501,0.0406,95.3613,0.5687
image_2423_Mitochondria.ome.tiff,image_2423_Mitochondria.ome_fake_B.png,0.8464,0.7851,0.0227,128.7914,0.1839
image_2303_Mitochondria.ome.tiff,image_2303_Mitochondria.ome_fake_B.png,0.7714,0.3374,0.0354,169.4589,0.5205
image_591_Mitochondria.ome.tiff,image_591_Mitochondria.ome_fake_B.png,0.7370,0.5932,0.0332,40.2109,0.2802
image_1458_Mitochondria.ome.tiff,image_1458_Mitochondria.ome_fake_B.png,0.8133,0.6068,0.0331,39.1221,0.2789
image_1388_Mitochondria.ome.tiff,image_1388_Mitochondria.ome_fake_B.png,0.6273,0.2923,0.0690,60.6984,0.3633
image_1548_Mitochondria.ome.tiff,image_1548_Mitochondria.ome_fake_B.png,0.2913,0.0484,0.1313,78.2159,0.2814
image_518_Mitochondria.ome.tiff,image_518_Mitochondria.ome_fake_B.png,0.6839,0.4183,0.0528,53.3218,0.3448
image_2427_Mitochondria.ome.tiff,image_2427_Mitochondria.ome_fake_B.png,0.8181,0.7668,0.0304,143.7574,0.1852
image_1059_Mitochondria.ome.tiff,image_1059_Mitochondria.ome_fake_B.png,0.6624,0.3960,0.0422,40.6287,0.4009
image_2472_Mitochondria.ome.tiff,image_2472_Mitochondria.ome_fake_B.png,0.7457,0.4124,0.0396,188.6716,0.4896
image_164_Mitochondria.ome.tiff,image_164_Mitochondria.ome_fake_B.png,0.6451,0.4610,0.0690,231.0024,0.2796
image_78_Mitochondria.ome.tiff,image_78_Mitochondria.ome_fake_B.png,0.5945,0.3847,0.0407,97.5267,0.5425
image_2476_Mitochondria.ome.tiff,image_2476_Mitochondria.ome_fake_B.png,0.7935,0.7975,0.0340,149.9206,0.1605
image_935_Mitochondria.ome.tiff,image_935_Mitochondria.ome_fake_B.png,0.6172,0.4830,0.0534,52.2249,0.3223
image_657_Mitochondria.ome.tiff,image_657_Mitochondria.ome_fake_B.png,0.7170,0.3317,0.0417,39.6928,0.2895
image_1483_Mitochondria.ome.tiff,image_1483_Mitochondria.ome_fake_B.png,0.2567,0.3177,0.2087,124.0409,0.2453
image_2315_Mitochondria.ome.tiff,image_2315_Mitochondria.ome_fake_B.png,0.7206,0.2224,0.0291,176.1623,0.5744
image_1586_Mitochondria.ome.tiff,image_1586_Mitochondria.ome_fake_B.png,0.7384,0.4160,0.0437,47.2281,0.3706
image_446_Mitochondria.ome.tiff,image_446_Mitochondria.ome_fake_B.png,0.5886,0.4113,0.0655,52.5623,0.3015
image_743_Mitochondria.ome.tiff,image_743_Mitochondria.ome_fake_B.png,0.5941,0.5506,0.0560,50.4022,0.2670
image_938_Mitochondria.ome.tiff,image_938_Mitochondria.ome_fake_B.png,0.7855,0.7286,0.0251,33.4958,0.2261
image_1130_Mitochondria.ome.tiff,image_1130_Mitochondria.ome_fake_B.png,0.6127,0.3767,0.0593,52.5359,0.3352
image_537_Mitochondria.ome.tiff,image_537_Mitochondria.ome_fake_B.png,0.5645,0.1641,0.0699,57.8936,0.3848
image_1671_Mitochondria.ome.tiff,image_1671_Mitochondria.ome_fake_B.png,0.5922,0.2446,0.0550,51.0784,0.4394
image_1087_Mitochondria.ome.tiff,image_1087_Mitochondria.ome_fake_B.png,0.4008,0.1504,0.0625,47.1166,0.3012
image_1352_Mitochondria.ome.tiff,image_1352_Mitochondria.ome_fake_B.png,0.6880,0.3779,0.0532,53.1930,0.3765
image_626_Mitochondria.ome.tiff,image_626_Mitochondria.ome_fake_B.png,0.5829,0.1889,0.0508,48.5564,0.5494
image_1076_Mitochondria.ome.tiff,image_1076_Mitochondria.ome_fake_B.png,0.6985,0.3284,0.0451,50.1486,0.4645
image_383_Mitochondria.ome.tiff,image_383_Mitochondria.ome_fake_B.png,0.8105,0.7102,0.0237,66.3914,0.2231
image_1531_Mitochondria.ome.tiff,image_1531_Mitochondria.ome_fake_B.png,0.6825,0.2590,0.0499,47.5085,0.3652
image_2490_Mitochondria.ome.tiff,image_2490_Mitochondria.ome_fake_B.png,0.4137,0.6189,0.0484,173.2864,0.2894
image_665_Mitochondria.ome.tiff,image_665_Mitochondria.ome_fake_B.png,0.6754,0.3010,0.0524,52.9583,0.3752
image_387_Mitochondria.ome.tiff,image_387_Mitochondria.ome_fake_B.png,0.8520,0.5204,0.0243,83.4683,0.3738
image_1608_Mitochondria.ome.tiff,image_1608_Mitochondria.ome_fake_B.png,0.4131,0.1305,0.1103,64.9486,0.3506
image_799_Mitochondria.ome.tiff,image_799_Mitochondria.ome_fake_B.png,0.7248,0.5254,0.0410,47.4760,0.3522
image_1557_Mitochondria.ome.tiff,image_1557_Mitochondria.ome_fake_B.png,0.5155,0.3535,0.0684,60.5455,0.4059
image_1551_Mitochondria.ome.tiff,image_1551_Mitochondria.ome_fake_B.png,0.5866,0.5643,0.0579,50.9588,0.2591
image_1285_Mitochondria.ome.tiff,image_1285_Mitochondria.ome_fake_B.png,0.5973,0.3831,0.0483,50.6826,0.4664
image_668_Mitochondria.ome.tiff,image_668_Mitochondria.ome_fake_B.png,0.6158,0.2898,0.0540,52.4702,0.4704
image_686_Mitochondria.ome.tiff,image_686_Mitochondria.ome_fake_B.png,0.5852,0.3928,0.0563,54.3066,0.4164
image_51_Mitochondria.ome.tiff,image_51_Mitochondria.ome_fake_B.png,0.3539,0.3345,0.1208,192.2920,0.4194
image_684_Mitochondria.ome.tiff,image_684_Mitochondria.ome_fake_B.png,0.6998,0.4304,0.0482,49.7300,0.3521
image_582_Mitochondria.ome.tiff,image_582_Mitochondria.ome_fake_B.png,0.6867,0.2018,0.0526,53.0554,0.4347
image_1173_Mitochondria.ome.tiff,image_1173_Mitochondria.ome_fake_B.png,0.6597,0.3870,0.0521,53.2376,0.3904
image_1184_Mitochondria.ome.tiff,image_1184_Mitochondria.ome_fake_B.png,0.5253,0.2773,0.0780,66.1903,0.4157
image_375_Mitochondria.ome.tiff,image_375_Mitochondria.ome_fake_B.png,0.7673,0.4596,0.0408,111.1303,0.3849
image_1219_Mitochondria.ome.tiff,image_1219_Mitochondria.ome_fake_B.png,0.5893,0.1206,0.0572,45.4052,0.2709
image_315_Mitochondria.ome.tiff,image_315_Mitochondria.ome_fake_B.png,0.3651,0.1541,0.1422,213.3050,0.2484
image_430_Mitochondria.ome.tiff,image_430_Mitochondria.ome_fake_B.png,0.6785,0.3775,0.0442,48.0096,0.4574
image_489_Mitochondria.ome.tiff,image_489_Mitochondria.ome_fake_B.png,0.7293,0.5467,0.0380,44.9395,0.3359
image_372_Mitochondria.ome.tiff,image_372_Mitochondria.ome_fake_B.png,0.8144,0.5395,0.0294,91.4072,0.3432
image_426_Mitochondria.ome.tiff,image_426_Mitochondria.ome_fake_B.png,0.6459,0.5665,0.0495,44.7431,0.2310
image_952_Mitochondria.ome.tiff,image_952_Mitochondria.ome_fake_B.png,0.3895,0.2431,0.0677,49.3463,0.3101
image_566_Mitochondria.ome.tiff,image_566_Mitochondria.ome_fake_B.png,0.6735,0.5144,0.0477,47.7716,0.3185
image_1567_Mitochondria.ome.tiff,image_1567_Mitochondria.ome_fake_B.png,0.6352,0.3669,0.0498,48.9789,0.3990
image_1186_Mitochondria.ome.tiff,image_1186_Mitochondria.ome_fake_B.png,0.5861,0.3718,0.0563,51.0526,0.3692
image_1148_Mitochondria.ome.tiff,image_1148_Mitochondria.ome_fake_B.png,0.6035,0.4654,0.0627,58.8109,0.3394
image_1156_Mitochondria.ome.tiff,image_1156_Mitochondria.ome_fake_B.png,0.5656,0.3557,0.0578,52.3367,0.4097
image_650_Mitochondria.ome.tiff,image_650_Mitochondria.ome_fake_B.png,0.6575,0.2043,0.0545,51.2103,0.4260
image_988_Mitochondria.ome.tiff,image_988_Mitochondria.ome_fake_B.png,0.6909,0.3254,0.0481,47.8327,0.3875
image_1366_Mitochondria.ome.tiff,image_1366_Mitochondria.ome_fake_B.png,0.6337,0.2908,0.0629,58.8842,0.3755
image_1319_Mitochondria.ome.tiff,image_1319_Mitochondria.ome_fake_B.png,0.6948,0.3985,0.0505,50.9548,0.3610
image_190_Mitochondria.ome.tiff,image_190_Mitochondria.ome_fake_B.png,0.5416,0.3020,0.0675,202.3124,0.3346
image_705_Mitochondria.ome.tiff,image_705_Mitochondria.ome_fake_B.png,0.6402,0.4618,0.0400,44.0481,0.4127
image_630_Mitochondria.ome.tiff,image_630_Mitochondria.ome_fake_B.png,0.5400,0.3603,0.0621,54.2866,0.3281
image_1590_Mitochondria.ome.tiff,image_1590_Mitochondria.ome_fake_B.png,0.6192,0.3018,0.0609,55.6554,0.3767
image_1336_Mitochondria.ome.tiff,image_1336_Mitochondria.ome_fake_B.png,0.5703,0.4099,0.0564,48.4090,0.3529
image_1280_Mitochondria.ome.tiff,image_1280_Mitochondria.ome_fake_B.png,0.5733,0.3308,0.0624,57.7494,0.3909
image_404_Mitochondria.ome.tiff,image_404_Mitochondria.ome_fake_B.png,0.3615,0.0043,0.1460,243.0923,0.3825
image_1514_Mitochondria.ome.tiff,image_1514_Mitochondria.ome_fake_B.png,0.5797,0.3618,0.0598,53.2168,0.4002
