ImageA,ImageB,SSIM,PCC,MAE,ECD
image_1041_Mitochondria.ome.tiff,image_1041_Mitochondria.ome_fake_B.png,0.5574,0.1524,0.0695,55.9191
image_2340_Mitochondria.ome.tiff,image_2340_Mitochondria.ome_fake_B.png,0.2903,0.5672,0.0329,92.4137
image_1570_Mitochondria.ome.tiff,image_1570_Mitochondria.ome_fake_B.png,0.6874,0.5875,0.0395,38.4882
image_5_Mitochondria.ome.tiff,image_5_Mitochondria.ome_fake_B.png,0.3527,0.1259,0.0915,265.2264
image_633_Mitochondria.ome.tiff,image_633_Mitochondria.ome_fake_B.png,0.6407,0.4225,0.0605,55.8238
image_929_Mitochondria.ome.tiff,image_929_Mitochondria.ome_fake_B.png,0.2081,0.1541,0.2376,129.0639
image_1167_Mitochondria.ome.tiff,image_1167_Mitochondria.ome_fake_B.png,0.6391,0.3126,0.0465,41.6373
image_2402_Mitochondria.ome.tiff,image_2402_Mitochondria.ome_fake_B.png,0.6249,0.3821,0.0595,208.6486
image_891_Mitochondria.ome.tiff,image_891_Mitochondria.ome_fake_B.png,0.5362,0.2772,0.0757,61.4604
image_1144_Mitochondria.ome.tiff,image_1144_Mitochondria.ome_fake_B.png,0.7034,0.2004,0.0498,46.4876
image_2317_Mitochondria.ome.tiff,image_2317_Mitochondria.ome_fake_B.png,0.8013,0.5192,0.0258,133.9467
image_738_Mitochondria.ome.tiff,image_738_Mitochondria.ome_fake_B.png,0.6575,0.4922,0.0469,43.1607
image_1578_Mitochondria.ome.tiff,image_1578_Mitochondria.ome_fake_B.png,0.7464,0.5587,0.0482,45.1044
image_2419_Mitochondria.ome.tiff,image_2419_Mitochondria.ome_fake_B.png,0.6793,0.4884,0.0438,172.0643
image_1582_Mitochondria.ome.tiff,image_1582_Mitochondria.ome_fake_B.png,0.6704,0.5336,0.0547,53.6590
image_2430_Mitochondria.ome.tiff,image_2430_Mitochondria.ome_fake_B.png,0.7311,0.7062,0.0456,209.9177
image_2329_Mitochondria.ome.tiff,image_2329_Mitochondria.ome_fake_B.png,0.7730,0.5478,0.0334,153.6729
image_710_Mitochondria.ome.tiff,image_710_Mitochondria.ome_fake_B.png,0.7137,0.4311,0.0365,38.7205
image_2442_Mitochondria.ome.tiff,image_2442_Mitochondria.ome_fake_B.png,0.7460,0.4657,0.0304,133.1342
image_1052_Mitochondria.ome.tiff,image_1052_Mitochondria.ome_fake_B.png,0.7280,0.5207,0.0448,44.0252
image_1093_Mitochondria.ome.tiff,image_1093_Mitochondria.ome_fake_B.png,0.6436,0.2265,0.0599,53.6928
image_11_Mitochondria.ome.tiff,image_11_Mitochondria.ome_fake_B.png,0.4032,0.1408,0.0728,241.3071
image_627_Mitochondria.ome.tiff,image_627_Mitochondria.ome_fake_B.png,0.7033,0.4080,0.0467,46.7961
image_666_Mitochondria.ome.tiff,image_666_Mitochondria.ome_fake_B.png,0.6511,0.3530,0.0454,43.7252
image_319_Mitochondria.ome.tiff,image_319_Mitochondria.ome_fake_B.png,0.5882,0.0700,0.0854,149.1479
image_1476_Mitochondria.ome.tiff,image_1476_Mitochondria.ome_fake_B.png,0.5693,0.2244,0.0622,55.4389
image_1537_Mitochondria.ome.tiff,image_1537_Mitochondria.ome_fake_B.png,0.4775,0.4054,0.0806,62.8780
image_477_Mitochondria.ome.tiff,image_477_Mitochondria.ome_fake_B.png,0.7533,0.3641,0.0348,39.7080
image_516_Mitochondria.ome.tiff,image_516_Mitochondria.ome_fake_B.png,0.6136,0.2574,0.0643,49.0380
image_1383_Mitochondria.ome.tiff,image_1383_Mitochondria.ome_fake_B.png,0.5510,0.2360,0.0690,59.7076
image_1674_Mitochondria.ome.tiff,image_1674_Mitochondria.ome_fake_B.png,0.6607,0.4422,0.0498,49.7908
image_2300_Mitochondria.ome.tiff,image_2300_Mitochondria.ome_fake_B.png,0.4801,0.6726,0.0278,110.9357
image_376_Mitochondria.ome.tiff,image_376_Mitochondria.ome_fake_B.png,0.6866,0.4968,0.0347,69.9220
image_4_Mitochondria.ome.tiff,image_4_Mitochondria.ome_fake_B.png,0.5360,0.2654,0.0707,221.7714
image_833_Mitochondria.ome.tiff,image_833_Mitochondria.ome_fake_B.png,0.6595,0.3876,0.0433,42.0898
image_1422_Mitochondria.ome.tiff,image_1422_Mitochondria.ome_fake_B.png,0.5710,0.1933,0.0652,56.4219
image_597_Mitochondria.ome.tiff,image_597_Mitochondria.ome_fake_B.png,0.6601,0.3023,0.0452,46.1625
image_783_Mitochondria.ome.tiff,image_783_Mitochondria.ome_fake_B.png,0.5369,0.1527,0.0691,55.2571
image_693_Mitochondria.ome.tiff,image_693_Mitochondria.ome_fake_B.png,0.6461,0.2675,0.0529,51.9762
image_207_Mitochondria.ome.tiff,image_207_Mitochondria.ome_fake_B.png,0.5737,0.4318,0.0830,257.3259
image_1159_Mitochondria.ome.tiff,image_1159_Mitochondria.ome_fake_B.png,0.6141,0.2650,0.0554,47.9157
image_1638_Mitochondria.ome.tiff,image_1638_Mitochondria.ome_fake_B.png,0.6206,0.4086,0.0510,49.4896
image_285_Mitochondria.ome.tiff,image_285_Mitochondria.ome_fake_B.png,0.7133,0.3471,0.0381,104.2604
image_139_Mitochondria.ome.tiff,image_139_Mitochondria.ome_fake_B.png,0.7633,0.4954,0.0501,204.9616
image_90_Mitochondria.ome.tiff,image_90_Mitochondria.ome_fake_B.png,0.6542,0.4470,0.0323,67.8582
image_814_Mitochondria.ome.tiff,image_814_Mitochondria.ome_fake_B.png,0.6111,0.3744,0.0565,55.1832
image_2377_Mitochondria.ome.tiff,image_2377_Mitochondria.ome_fake_B.png,0.7867,0.4330,0.0387,190.8566
image_1589_Mitochondria.ome.tiff,image_1589_Mitochondria.ome_fake_B.png,0.6327,0.2726,0.0439,46.1769
image_2496_Mitochondria.ome.tiff,image_2496_Mitochondria.ome_fake_B.png,0.3136,0.5308,0.0879,216.7684
image_1032_Mitochondria.ome.tiff,image_1032_Mitochondria.ome_fake_B.png,0.6683,0.3980,0.0520,48.6658
image_802_Mitochondria.ome.tiff,image_802_Mitochondria.ome_fake_B.png,0.6665,0.3891,0.0452,46.4220
image_730_Mitochondria.ome.tiff,image_730_Mitochondria.ome_fake_B.png,0.6800,0.3379,0.0422,44.2465
image_1222_Mitochondria.ome.tiff,image_1222_Mitochondria.ome_fake_B.png,0.5862,0.3916,0.0532,49.6809
image_818_Mitochondria.ome.tiff,image_818_Mitochondria.ome_fake_B.png,0.6887,0.4425,0.0445,45.3084
image_84_Mitochondria.ome.tiff,image_84_Mitochondria.ome_fake_B.png,0.5320,0.4303,0.0490,100.5776
image_832_Mitochondria.ome.tiff,image_832_Mitochondria.ome_fake_B.png,0.6649,0.3329,0.0566,55.3754
image_947_Mitochondria.ome.tiff,image_947_Mitochondria.ome_fake_B.png,0.7099,0.3284,0.0429,42.6209
image_1581_Mitochondria.ome.tiff,image_1581_Mitochondria.ome_fake_B.png,0.6452,0.0823,0.0738,56.9826
image_201_Mitochondria.ome.tiff,image_201_Mitochondria.ome_fake_B.png,0.4978,0.1360,0.1112,318.9406
image_1487_Mitochondria.ome.tiff,image_1487_Mitochondria.ome_fake_B.png,0.6418,0.3632,0.0599,55.3444
image_1077_Mitochondria.ome.tiff,image_1077_Mitochondria.ome_fake_B.png,0.6167,0.2774,0.0597,56.8540
image_1164_Mitochondria.ome.tiff,image_1164_Mitochondria.ome_fake_B.png,0.7121,0.4526,0.0444,43.4261
image_2380_Mitochondria.ome.tiff,image_2380_Mitochondria.ome_fake_B.png,0.7414,0.5408,0.0412,164.1057
image_1518_Mitochondria.ome.tiff,image_1518_Mitochondria.ome_fake_B.png,0.5268,0.2215,0.0746,57.2823
image_169_Mitochondria.ome.tiff,image_169_Mitochondria.ome_fake_B.png,0.6343,0.3160,0.0483,212.6625
image_370_Mitochondria.ome.tiff,image_370_Mitochondria.ome_fake_B.png,0.7817,0.5094,0.0284,76.7294
image_1293_Mitochondria.ome.tiff,image_1293_Mitochondria.ome_fake_B.png,0.7735,0.4041,0.0350,34.7763
image_12_Mitochondria.ome.tiff,image_12_Mitochondria.ome_fake_B.png,0.4063,0.2969,0.0782,249.8439
image_750_Mitochondria.ome.tiff,image_750_Mitochondria.ome_fake_B.png,0.6564,0.2915,0.0413,42.1194
image_867_Mitochondria.ome.tiff,image_867_Mitochondria.ome_fake_B.png,0.7498,0.5662,0.0425,44.9084
image_834_Mitochondria.ome.tiff,image_834_Mitochondria.ome_fake_B.png,0.6658,0.3070,0.0513,47.9096
image_2454_Mitochondria.ome.tiff,image_2454_Mitochondria.ome_fake_B.png,0.8115,0.6900,0.0209,108.5590
image_1291_Mitochondria.ome.tiff,image_1291_Mitochondria.ome_fake_B.png,0.7315,0.2761,0.0440,46.2926
image_1053_Mitochondria.ome.tiff,image_1053_Mitochondria.ome_fake_B.png,0.5458,0.0544,0.0747,65.5693
image_1668_Mitochondria.ome.tiff,image_1668_Mitochondria.ome_fake_B.png,0.7636,0.3411,0.0377,42.8102
image_1255_Mitochondria.ome.tiff,image_1255_Mitochondria.ome_fake_B.png,0.6403,0.3518,0.0672,59.3642
image_196_Mitochondria.ome.tiff,image_196_Mitochondria.ome_fake_B.png,0.4736,0.4465,0.0863,263.6832
image_1544_Mitochondria.ome.tiff,image_1544_Mitochondria.ome_fake_B.png,0.8464,0.3853,0.0273,34.1072
image_1517_Mitochondria.ome.tiff,image_1517_Mitochondria.ome_fake_B.png,0.6642,0.3775,0.0526,50.7039
image_931_Mitochondria.ome.tiff,image_931_Mitochondria.ome_fake_B.png,0.6805,0.5960,0.0484,48.9080
image_37_Mitochondria.ome.tiff,image_37_Mitochondria.ome_fake_B.png,0.6197,0.2434,0.0580,197.7486
image_671_Mitochondria.ome.tiff,image_671_Mitochondria.ome_fake_B.png,0.7618,0.4951,0.0410,49.0362
image_2464_Mitochondria.ome.tiff,image_2464_Mitochondria.ome_fake_B.png,0.5252,0.4998,0.0864,259.1488
image_2337_Mitochondria.ome.tiff,image_2337_Mitochondria.ome_fake_B.png,0.7394,0.4234,0.0354,157.6730
image_687_Mitochondria.ome.tiff,image_687_Mitochondria.ome_fake_B.png,0.7697,0.3091,0.0422,47.1223
image_1475_Mitochondria.ome.tiff,image_1475_Mitochondria.ome_fake_B.png,0.6344,0.4962,0.0495,44.7413
image_67_Mitochondria.ome.tiff,image_67_Mitochondria.ome_fake_B.png,0.5580,0.3796,0.0450,92.6370
image_574_Mitochondria.ome.tiff,image_574_Mitochondria.ome_fake_B.png,0.6827,0.2858,0.0447,46.3988
image_1637_Mitochondria.ome.tiff,image_1637_Mitochondria.ome_fake_B.png,0.6123,0.5304,0.0405,40.3039
image_1412_Mitochondria.ome.tiff,image_1412_Mitochondria.ome_fake_B.png,0.6665,0.2641,0.0583,56.8250
image_2461_Mitochondria.ome.tiff,image_2461_Mitochondria.ome_fake_B.png,0.2648,0.7180,0.0292,82.7591
image_1381_Mitochondria.ome.tiff,image_1381_Mitochondria.ome_fake_B.png,0.6583,0.4573,0.0523,49.2304
image_175_Mitochondria.ome.tiff,image_175_Mitochondria.ome_fake_B.png,0.7417,0.4271,0.0446,179.7980
image_2310_Mitochondria.ome.tiff,image_2310_Mitochondria.ome_fake_B.png,0.7918,0.6254,0.0317,155.9016
image_898_Mitochondria.ome.tiff,image_898_Mitochondria.ome_fake_B.png,0.7179,0.4228,0.0433,43.9253
image_549_Mitochondria.ome.tiff,image_549_Mitochondria.ome_fake_B.png,0.5649,0.1704,0.0683,58.3905
image_1407_Mitochondria.ome.tiff,image_1407_Mitochondria.ome_fake_B.png,0.6513,0.4550,0.0654,58.7759
image_258_Mitochondria.ome.tiff,image_258_Mitochondria.ome_fake_B.png,0.5171,0.2390,0.0918,162.4181
image_80_Mitochondria.ome.tiff,image_80_Mitochondria.ome_fake_B.png,0.5565,0.4094,0.0560,114.8636
image_2295_Mitochondria.ome.tiff,image_2295_Mitochondria.ome_fake_B.png,0.7990,0.5283,0.0317,167.3385
image_2367_Mitochondria.ome.tiff,image_2367_Mitochondria.ome_fake_B.png,0.6979,0.5522,0.0251,132.1345
image_1299_Mitochondria.ome.tiff,image_1299_Mitochondria.ome_fake_B.png,0.5099,0.1506,0.0510,43.6259
image_2371_Mitochondria.ome.tiff,image_2371_Mitochondria.ome_fake_B.png,0.2822,0.6975,0.1119,289.3265
image_902_Mitochondria.ome.tiff,image_902_Mitochondria.ome_fake_B.png,0.5866,0.3151,0.0580,49.8632
image_433_Mitochondria.ome.tiff,image_433_Mitochondria.ome_fake_B.png,0.7103,0.1937,0.0404,43.1718
image_2468_Mitochondria.ome.tiff,image_2468_Mitochondria.ome_fake_B.png,0.6895,0.5217,0.0478,170.1190
image_396_Mitochondria.ome.tiff,image_396_Mitochondria.ome_fake_B.png,0.4338,0.0162,0.1292,204.3135
image_1356_Mitochondria.ome.tiff,image_1356_Mitochondria.ome_fake_B.png,0.6950,0.4048,0.0455,39.3862
image_1400_Mitochondria.ome.tiff,image_1400_Mitochondria.ome_fake_B.png,0.1441,0.1578,0.3220,175.4176
image_451_Mitochondria.ome.tiff,image_451_Mitochondria.ome_fake_B.png,0.6147,0.1359,0.0553,50.3808
image_2357_Mitochondria.ome.tiff,image_2357_Mitochondria.ome_fake_B.png,0.7845,0.6459,0.0259,133.8778
image_1022_Mitochondria.ome.tiff,image_1022_Mitochondria.ome_fake_B.png,0.5719,0.0245,0.0723,64.5424
image_713_Mitochondria.ome.tiff,image_713_Mitochondria.ome_fake_B.png,0.7065,0.5537,0.0379,39.1268
image_887_Mitochondria.ome.tiff,image_887_Mitochondria.ome_fake_B.png,0.5858,0.2770,0.0543,50.6747
image_1121_Mitochondria.ome.tiff,image_1121_Mitochondria.ome_fake_B.png,0.6210,0.3937,0.0553,53.0368
image_257_Mitochondria.ome.tiff,image_257_Mitochondria.ome_fake_B.png,0.4464,0.2105,0.1120,176.0868
image_1241_Mitochondria.ome.tiff,image_1241_Mitochondria.ome_fake_B.png,0.6527,0.3127,0.0613,56.6771
image_515_Mitochondria.ome.tiff,image_515_Mitochondria.ome_fake_B.png,0.5360,0.3624,0.0630,54.1730
image_128_Mitochondria.ome.tiff,image_128_Mitochondria.ome_fake_B.png,0.6887,0.4247,0.0438,185.8787
image_360_Mitochondria.ome.tiff,image_360_Mitochondria.ome_fake_B.png,0.7561,0.1991,0.0388,81.3683
image_1546_Mitochondria.ome.tiff,image_1546_Mitochondria.ome_fake_B.png,0.6831,0.2803,0.0477,45.1484
image_354_Mitochondria.ome.tiff,image_354_Mitochondria.ome_fake_B.png,0.7133,0.3579,0.0372,81.3239
image_2452_Mitochondria.ome.tiff,image_2452_Mitochondria.ome_fake_B.png,0.6449,0.5850,0.0399,161.9374
image_1619_Mitochondria.ome.tiff,image_1619_Mitochondria.ome_fake_B.png,0.7134,0.2154,0.0493,47.9293
image_1696_Mitochondria.ome.tiff,image_1696_Mitochondria.ome_fake_B.png,0.6469,0.4801,0.0481,47.5794
image_161_Mitochondria.ome.tiff,image_161_Mitochondria.ome_fake_B.png,0.6530,0.4630,0.0735,240.5377
image_460_Mitochondria.ome.tiff,image_460_Mitochondria.ome_fake_B.png,0.5171,0.4356,0.0841,66.3911
image_344_Mitochondria.ome.tiff,image_344_Mitochondria.ome_fake_B.png,0.3062,0.1884,0.1761,261.4692
image_1492_Mitochondria.ome.tiff,image_1492_Mitochondria.ome_fake_B.png,0.6721,0.3567,0.0445,47.3180
image_690_Mitochondria.ome.tiff,image_690_Mitochondria.ome_fake_B.png,0.6674,0.3944,0.0572,53.5418
image_2_Mitochondria.ome.tiff,image_2_Mitochondria.ome_fake_B.png,0.3675,0.2101,0.1083,299.1257
image_355_Mitochondria.ome.tiff,image_355_Mitochondria.ome_fake_B.png,0.3892,0.4138,0.0860,141.4399
image_500_Mitochondria.ome.tiff,image_500_Mitochondria.ome_fake_B.png,0.7532,0.5713,0.0442,47.2661
image_1451_Mitochondria.ome.tiff,image_1451_Mitochondria.ome_fake_B.png,0.6080,0.4726,0.0804,70.5302
image_1220_Mitochondria.ome.tiff,image_1220_Mitochondria.ome_fake_B.png,0.6445,0.4868,0.0432,43.1224
image_1112_Mitochondria.ome.tiff,image_1112_Mitochondria.ome_fake_B.png,0.5910,0.3678,0.0588,56.9152
image_2362_Mitochondria.ome.tiff,image_2362_Mitochondria.ome_fake_B.png,0.6267,0.2126,0.0537,209.6717
image_1635_Mitochondria.ome.tiff,image_1635_Mitochondria.ome_fake_B.png,0.6326,0.2445,0.0545,49.4402
image_180_Mitochondria.ome.tiff,image_180_Mitochondria.ome_fake_B.png,0.5552,0.4522,0.0672,225.6435
image_2453_Mitochondria.ome.tiff,image_2453_Mitochondria.ome_fake_B.png,0.5526,0.2059,0.0813,273.6036
image_133_Mitochondria.ome.tiff,image_133_Mitochondria.ome_fake_B.png,0.6937,0.4147,0.0469,197.9371
image_281_Mitochondria.ome.tiff,image_281_Mitochondria.ome_fake_B.png,0.7593,0.4582,0.0316,73.6917
image_698_Mitochondria.ome.tiff,image_698_Mitochondria.ome_fake_B.png,0.5824,0.3567,0.0581,51.8495
image_144_Mitochondria.ome.tiff,image_144_Mitochondria.ome_fake_B.png,0.7041,0.5752,0.0399,163.4338
image_1538_Mitochondria.ome.tiff,image_1538_Mitochondria.ome_fake_B.png,0.6641,0.3315,0.0609,59.1267
image_461_Mitochondria.ome.tiff,image_461_Mitochondria.ome_fake_B.png,0.7685,0.2620,0.0339,41.3813
image_385_Mitochondria.ome.tiff,image_385_Mitochondria.ome_fake_B.png,0.5584,0.5664,0.0509,100.8376
image_880_Mitochondria.ome.tiff,image_880_Mitochondria.ome_fake_B.png,0.6395,0.3394,0.0507,50.6206
image_1259_Mitochondria.ome.tiff,image_1259_Mitochondria.ome_fake_B.png,0.5641,0.2226,0.0583,51.5663
image_2297_Mitochondria.ome.tiff,image_2297_Mitochondria.ome_fake_B.png,0.6434,0.6908,0.0192,98.8897
image_468_Mitochondria.ome.tiff,image_468_Mitochondria.ome_fake_B.png,0.5953,0.0788,0.0631,54.8662
image_839_Mitochondria.ome.tiff,image_839_Mitochondria.ome_fake_B.png,0.6055,0.2267,0.0542,50.4884
image_1213_Mitochondria.ome.tiff,image_1213_Mitochondria.ome_fake_B.png,0.6209,0.4030,0.0462,43.8695
image_804_Mitochondria.ome.tiff,image_804_Mitochondria.ome_fake_B.png,0.6548,0.3753,0.0509,50.2049
image_562_Mitochondria.ome.tiff,image_562_Mitochondria.ome_fake_B.png,0.6093,0.2851,0.0503,48.6101
image_1201_Mitochondria.ome.tiff,image_1201_Mitochondria.ome_fake_B.png,0.6753,0.4115,0.0411,42.1654
image_371_Mitochondria.ome.tiff,image_371_Mitochondria.ome_fake_B.png,0.8146,0.5252,0.0311,89.8391
image_1678_Mitochondria.ome.tiff,image_1678_Mitochondria.ome_fake_B.png,0.1423,0.1525,0.3458,185.0809
image_925_Mitochondria.ome.tiff,image_925_Mitochondria.ome_fake_B.png,0.5558,0.5031,0.0480,37.3296
image_984_Mitochondria.ome.tiff,image_984_Mitochondria.ome_fake_B.png,0.5362,0.1283,0.0606,55.6316
image_816_Mitochondria.ome.tiff,image_816_Mitochondria.ome_fake_B.png,0.6056,0.1691,0.0565,53.9080
image_1016_Mitochondria.ome.tiff,image_1016_Mitochondria.ome_fake_B.png,0.5465,0.0898,0.0614,55.0371
image_302_Mitochondria.ome.tiff,image_302_Mitochondria.ome_fake_B.png,0.6013,0.0357,0.0849,146.8650
image_1070_Mitochondria.ome.tiff,image_1070_Mitochondria.ome_fake_B.png,0.5106,0.0893,0.0961,78.9232
image_806_Mitochondria.ome.tiff,image_806_Mitochondria.ome_fake_B.png,0.6303,0.4091,0.0553,52.4054
image_759_Mitochondria.ome.tiff,image_759_Mitochondria.ome_fake_B.png,0.6051,0.1669,0.0700,58.0471
image_2304_Mitochondria.ome.tiff,image_2304_Mitochondria.ome_fake_B.png,0.7269,0.5597,0.0338,154.0445
image_884_Mitochondria.ome.tiff,image_884_Mitochondria.ome_fake_B.png,0.6625,0.3205,0.0469,49.0870
image_143_Mitochondria.ome.tiff,image_143_Mitochondria.ome_fake_B.png,0.7461,0.5465,0.0425,166.9508
image_1425_Mitochondria.ome.tiff,image_1425_Mitochondria.ome_fake_B.png,0.7672,0.4646,0.0405,42.7512
