ImageA,ImageB,SSIM,PCC,MAE,ECD
image_1142_Nucleus.ome.tiff,image_1142_Nucleus.ome_fake_B.png,0.5216,0.0260,0.1667,138.6379
image_2321_Nucleus.ome.tiff,image_2321_Nucleus.ome_fake_B.png,0.7876,0.6975,0.0339,166.9395
image_1116_Nucleus.ome.tiff,image_1116_Nucleus.ome_fake_B.png,0.7500,0.6473,0.0789,63.8327
image_2013_Nucleus.ome.tiff,image_2013_Nucleus.ome_fake_B.png,0.6708,0.5346,0.0670,103.1758
image_559_Nucleus.ome.tiff,image_559_Nucleus.ome_fake_B.png,0.7522,0.5192,0.0423,47.5946
image_1789_Nucleus.ome.tiff,image_1789_Nucleus.ome_fake_B.png,0.7048,0.3581,0.0624,117.8782
image_1367_Nucleus.ome.tiff,image_1367_Nucleus.ome_fake_B.png,0.7778,0.4841,0.0373,47.2960
image_661_Nucleus.ome.tiff,image_661_Nucleus.ome_fake_B.png,0.6953,0.6536,0.0708,54.1423
image_1030_Nucleus.ome.tiff,image_1030_Nucleus.ome_fake_B.png,0.8067,0.4711,0.0534,50.9699
image_1531_Nucleus.ome.tiff,image_1531_Nucleus.ome_fake_B.png,0.8088,0.4380,0.0541,59.8821
image_1820_Nucleus.ome.tiff,image_1820_Nucleus.ome_fake_B.png,0.6086,0.1204,0.0803,134.6124
image_367_Nucleus.ome.tiff,image_367_Nucleus.ome_fake_B.png,0.5545,0.5485,0.0385,115.4143
image_69_Nucleus.ome.tiff,image_69_Nucleus.ome_fake_B.png,0.7676,0.5546,0.0397,97.9403
image_943_Nucleus.ome.tiff,image_943_Nucleus.ome_fake_B.png,0.8364,0.6202,0.0440,48.2046
image_1436_Nucleus.ome.tiff,image_1436_Nucleus.ome_fake_B.png,0.5732,0.0913,0.1098,96.8571
image_1579_Nucleus.ome.tiff,image_1579_Nucleus.ome_fake_B.png,0.5018,0.3003,0.0736,65.6364
image_865_Nucleus.ome.tiff,image_865_Nucleus.ome_fake_B.png,0.7694,0.0786,0.0776,74.2566
image_1432_Nucleus.ome.tiff,image_1432_Nucleus.ome_fake_B.png,0.6692,0.2357,0.0983,72.3096
image_1380_Nucleus.ome.tiff,image_1380_Nucleus.ome_fake_B.png,0.8029,0.1260,0.0444,58.0723
image_508_Nucleus.ome.tiff,image_508_Nucleus.ome_fake_B.png,0.7319,0.6003,0.0767,54.8988
image_297_Nucleus.ome.tiff,image_297_Nucleus.ome_fake_B.png,0.5588,0.3647,0.0588,151.4667
image_1274_Nucleus.ome.tiff,image_1274_Nucleus.ome_fake_B.png,0.0293,0.0216,0.3113,172.4051
image_1378_Nucleus.ome.tiff,image_1378_Nucleus.ome_fake_B.png,0.6314,0.2987,0.0702,63.6716
image_1184_Nucleus.ome.tiff,image_1184_Nucleus.ome_fake_B.png,0.7744,0.2370,0.0618,56.8253
image_534_Nucleus.ome.tiff,image_534_Nucleus.ome_fake_B.png,0.7563,0.3616,0.0509,58.6947
image_1481_Nucleus.ome.tiff,image_1481_Nucleus.ome_fake_B.png,0.6285,0.1280,0.0903,86.0554
image_143_Nucleus.ome.tiff,image_143_Nucleus.ome_fake_B.png,0.6131,0.6425,0.0910,347.3969
image_1668_Nucleus.ome.tiff,image_1668_Nucleus.ome_fake_B.png,0.8079,0.0148,0.0613,69.0469
image_733_Nucleus.ome.tiff,image_733_Nucleus.ome_fake_B.png,0.7607,0.4065,0.0727,68.5597
image_2093_Nucleus.ome.tiff,image_2093_Nucleus.ome_fake_B.png,0.7464,0.2118,0.0578,117.9113
image_1954_Nucleus.ome.tiff,image_1954_Nucleus.ome_fake_B.png,0.6195,0.1115,0.0920,139.6237
image_835_Nucleus.ome.tiff,image_835_Nucleus.ome_fake_B.png,0.6870,0.0797,0.0586,65.8962
image_2539_Nucleus.ome.tiff,image_2539_Nucleus.ome_fake_B.png,0.8461,0.4945,0.0259,179.4763
image_1355_Nucleus.ome.tiff,image_1355_Nucleus.ome_fake_B.png,0.7451,0.5125,0.0460,50.9797
image_590_Nucleus.ome.tiff,image_590_Nucleus.ome_fake_B.png,0.7388,0.4551,0.0440,48.2937
image_1658_Nucleus.ome.tiff,image_1658_Nucleus.ome_fake_B.png,0.2057,0.0993,0.5022,262.4206
image_670_Nucleus.ome.tiff,image_670_Nucleus.ome_fake_B.png,0.7213,0.1469,0.0761,62.0402
image_505_Nucleus.ome.tiff,image_505_Nucleus.ome_fake_B.png,0.7577,0.1350,0.0692,72.2804
image_327_Nucleus.ome.tiff,image_327_Nucleus.ome_fake_B.png,0.2778,0.1641,0.0815,168.6202
image_1199_Nucleus.ome.tiff,image_1199_Nucleus.ome_fake_B.png,0.7537,0.6307,0.0648,52.3729
image_2158_Nucleus.ome.tiff,image_2158_Nucleus.ome_fake_B.png,0.5648,0.1037,0.0916,148.5121
image_809_Nucleus.ome.tiff,image_809_Nucleus.ome_fake_B.png,0.7604,-0.0238,0.0774,72.7067
image_1636_Nucleus.ome.tiff,image_1636_Nucleus.ome_fake_B.png,0.7733,0.5394,0.0670,56.9949
image_2310_Nucleus.ome.tiff,image_2310_Nucleus.ome_fake_B.png,0.8095,0.6534,0.0350,177.6625
image_139_Nucleus.ome.tiff,image_139_Nucleus.ome_fake_B.png,0.7106,0.6466,0.0663,275.3010
image_647_Nucleus.ome.tiff,image_647_Nucleus.ome_fake_B.png,0.8048,0.4953,0.0542,51.4096
image_27_Nucleus.ome.tiff,image_27_Nucleus.ome_fake_B.png,0.7057,0.1390,0.0485,216.5899
image_887_Nucleus.ome.tiff,image_887_Nucleus.ome_fake_B.png,0.6134,0.1466,0.0702,67.8853
image_962_Nucleus.ome.tiff,image_962_Nucleus.ome_fake_B.png,0.7780,0.5097,0.0379,46.9431
image_652_Nucleus.ome.tiff,image_652_Nucleus.ome_fake_B.png,0.7772,-0.0483,0.0651,69.6794
image_2156_Nucleus.ome.tiff,image_2156_Nucleus.ome_fake_B.png,0.7558,0.1848,0.0527,111.7565
image_1710_Nucleus.ome.tiff,image_1710_Nucleus.ome_fake_B.png,0.5456,0.4799,0.0695,102.7371
image_1340_Nucleus.ome.tiff,image_1340_Nucleus.ome_fake_B.png,0.7677,0.3184,0.0666,63.2913
image_2246_Nucleus.ome.tiff,image_2246_Nucleus.ome_fake_B.png,0.7402,0.5798,0.0445,92.3382
image_1702_Nucleus.ome.tiff,image_1702_Nucleus.ome_fake_B.png,0.7110,0.5070,0.0554,106.4993
image_1721_Nucleus.ome.tiff,image_1721_Nucleus.ome_fake_B.png,0.6589,0.1528,0.0650,122.2116
image_1173_Nucleus.ome.tiff,image_1173_Nucleus.ome_fake_B.png,0.8100,0.7232,0.0317,40.2260
image_623_Nucleus.ome.tiff,image_623_Nucleus.ome_fake_B.png,0.7781,0.4034,0.0605,50.3093
image_543_Nucleus.ome.tiff,image_543_Nucleus.ome_fake_B.png,0.8229,0.6624,0.0428,41.9308
image_1562_Nucleus.ome.tiff,image_1562_Nucleus.ome_fake_B.png,0.6894,0.2304,0.0514,55.8433
image_1435_Nucleus.ome.tiff,image_1435_Nucleus.ome_fake_B.png,0.7596,0.4860,0.0636,54.6746
image_1861_Nucleus.ome.tiff,image_1861_Nucleus.ome_fake_B.png,0.6120,0.2817,0.0801,123.3172
image_673_Nucleus.ome.tiff,image_673_Nucleus.ome_fake_B.png,0.7103,0.4352,0.0791,59.4085
image_1178_Nucleus.ome.tiff,image_1178_Nucleus.ome_fake_B.png,0.7840,0.3177,0.0566,60.8251
image_366_Nucleus.ome.tiff,image_366_Nucleus.ome_fake_B.png,0.7685,0.6225,0.0317,104.5101
image_2133_Nucleus.ome.tiff,image_2133_Nucleus.ome_fake_B.png,0.7011,0.5659,0.0502,90.4948
image_323_Nucleus.ome.tiff,image_323_Nucleus.ome_fake_B.png,0.7078,0.3480,0.0305,118.8343
image_2447_Nucleus.ome.tiff,image_2447_Nucleus.ome_fake_B.png,0.8398,0.7888,0.0214,136.9422
image_1044_Nucleus.ome.tiff,image_1044_Nucleus.ome_fake_B.png,0.7326,0.1052,0.0787,75.0092
image_1310_Nucleus.ome.tiff,image_1310_Nucleus.ome_fake_B.png,0.5991,-0.1433,0.0817,73.5776
image_95_Nucleus.ome.tiff,image_95_Nucleus.ome_fake_B.png,0.6705,0.0762,0.0947,270.7212
image_2385_Nucleus.ome.tiff,image_2385_Nucleus.ome_fake_B.png,0.8704,0.7053,0.0257,155.1856
image_2424_Nucleus.ome.tiff,image_2424_Nucleus.ome_fake_B.png,0.8156,0.4473,0.0390,209.9993
image_2141_Nucleus.ome.tiff,image_2141_Nucleus.ome_fake_B.png,0.6451,0.3168,0.0712,116.6074
image_1220_Nucleus.ome.tiff,image_1220_Nucleus.ome_fake_B.png,0.7081,0.7291,0.0509,53.1202
image_2061_Nucleus.ome.tiff,image_2061_Nucleus.ome_fake_B.png,0.6084,0.4233,0.0787,127.9659
image_1999_Nucleus.ome.tiff,image_1999_Nucleus.ome_fake_B.png,0.7120,0.4258,0.0577,111.9670
image_1655_Nucleus.ome.tiff,image_1655_Nucleus.ome_fake_B.png,0.6436,0.3263,0.0724,67.4771
image_2127_Nucleus.ome.tiff,image_2127_Nucleus.ome_fake_B.png,0.6475,0.2152,0.0780,132.7038
image_1529_Nucleus.ome.tiff,image_1529_Nucleus.ome_fake_B.png,0.7387,0.5418,0.0743,57.5362
image_920_Nucleus.ome.tiff,image_920_Nucleus.ome_fake_B.png,0.7303,0.0124,0.0836,66.2059
image_169_Nucleus.ome.tiff,image_169_Nucleus.ome_fake_B.png,0.7044,0.7525,0.0413,186.7508
image_388_Nucleus.ome.tiff,image_388_Nucleus.ome_fake_B.png,0.7864,0.6382,0.0306,97.9504
image_964_Nucleus.ome.tiff,image_964_Nucleus.ome_fake_B.png,0.6259,0.4221,0.0891,81.2672
image_1502_Nucleus.ome.tiff,image_1502_Nucleus.ome_fake_B.png,0.5279,0.4272,0.1032,86.8040
image_2205_Nucleus.ome.tiff,image_2205_Nucleus.ome_fake_B.png,0.7230,0.4104,0.0572,103.5864
image_430_Nucleus.ome.tiff,image_430_Nucleus.ome_fake_B.png,0.6738,0.3050,0.0602,59.3669
image_1624_Nucleus.ome.tiff,image_1624_Nucleus.ome_fake_B.png,0.6606,0.0295,0.0838,84.5326
image_2272_Nucleus.ome.tiff,image_2272_Nucleus.ome_fake_B.png,0.5705,0.3477,0.0823,131.0012
image_1703_Nucleus.ome.tiff,image_1703_Nucleus.ome_fake_B.png,0.6836,0.3604,0.0604,99.0115
image_1524_Nucleus.ome.tiff,image_1524_Nucleus.ome_fake_B.png,0.6888,0.3194,0.1026,92.1976
image_944_Nucleus.ome.tiff,image_944_Nucleus.ome_fake_B.png,0.1189,0.0798,0.1612,93.6328
image_1467_Nucleus.ome.tiff,image_1467_Nucleus.ome_fake_B.png,0.1947,0.2206,0.5046,262.4332
image_806_Nucleus.ome.tiff,image_806_Nucleus.ome_fake_B.png,0.6340,-0.0798,0.0785,78.7056
image_1970_Nucleus.ome.tiff,image_1970_Nucleus.ome_fake_B.png,0.6399,0.3979,0.0644,104.5083
image_1583_Nucleus.ome.tiff,image_1583_Nucleus.ome_fake_B.png,0.8059,0.5029,0.0659,65.4302
image_2508_Nucleus.ome.tiff,image_2508_Nucleus.ome_fake_B.png,0.6338,0.5203,0.0405,186.7778
image_1680_Nucleus.ome.tiff,image_1680_Nucleus.ome_fake_B.png,0.6912,0.3629,0.0764,59.4033
image_177_Nucleus.ome.tiff,image_177_Nucleus.ome_fake_B.png,0.5518,0.1660,0.1315,394.1750
image_1063_Nucleus.ome.tiff,image_1063_Nucleus.ome_fake_B.png,0.7749,0.4208,0.0604,54.9289
image_1585_Nucleus.ome.tiff,image_1585_Nucleus.ome_fake_B.png,0.7069,0.0433,0.0894,74.5868
image_1422_Nucleus.ome.tiff,image_1422_Nucleus.ome_fake_B.png,0.8078,0.5468,0.0522,58.0345
image_1032_Nucleus.ome.tiff,image_1032_Nucleus.ome_fake_B.png,0.8004,0.3737,0.0559,49.4697
image_994_Nucleus.ome.tiff,image_994_Nucleus.ome_fake_B.png,0.6753,0.2467,0.0676,68.6272
image_2256_Nucleus.ome.tiff,image_2256_Nucleus.ome_fake_B.png,0.5908,0.2900,0.0885,134.0025
image_1598_Nucleus.ome.tiff,image_1598_Nucleus.ome_fake_B.png,0.7640,0.2867,0.0671,64.8751
image_75_Nucleus.ome.tiff,image_75_Nucleus.ome_fake_B.png,0.5949,0.5167,0.0565,98.8480
image_1990_Nucleus.ome.tiff,image_1990_Nucleus.ome_fake_B.png,0.6361,-0.0444,0.0804,141.7909
image_1160_Nucleus.ome.tiff,image_1160_Nucleus.ome_fake_B.png,0.6785,0.1682,0.0590,64.1418
image_2045_Nucleus.ome.tiff,image_2045_Nucleus.ome_fake_B.png,0.7207,0.4393,0.0555,103.2474
image_1711_Nucleus.ome.tiff,image_1711_Nucleus.ome_fake_B.png,0.6075,0.3016,0.0735,124.4232
image_421_Nucleus.ome.tiff,image_421_Nucleus.ome_fake_B.png,0.6746,0.5028,0.0561,56.6682
image_1461_Nucleus.ome.tiff,image_1461_Nucleus.ome_fake_B.png,0.6435,0.0414,0.0736,70.0790
image_1978_Nucleus.ome.tiff,image_1978_Nucleus.ome_fake_B.png,0.3305,0.5379,0.1053,146.8485
image_1860_Nucleus.ome.tiff,image_1860_Nucleus.ome_fake_B.png,0.2488,0.3429,0.1938,201.2102
image_633_Nucleus.ome.tiff,image_633_Nucleus.ome_fake_B.png,0.8080,0.1165,0.0535,62.0300
image_2138_Nucleus.ome.tiff,image_2138_Nucleus.ome_fake_B.png,0.6570,0.4731,0.0595,100.5315
image_2165_Nucleus.ome.tiff,image_2165_Nucleus.ome_fake_B.png,0.6603,0.3837,0.0618,106.2084
image_715_Nucleus.ome.tiff,image_715_Nucleus.ome_fake_B.png,0.7010,0.5265,0.0668,53.8542
image_2384_Nucleus.ome.tiff,image_2384_Nucleus.ome_fake_B.png,0.7738,0.5994,0.0534,235.0381
image_2025_Nucleus.ome.tiff,image_2025_Nucleus.ome_fake_B.png,0.6877,0.3452,0.0671,109.3731
image_33_Nucleus.ome.tiff,image_33_Nucleus.ome_fake_B.png,0.7024,0.3539,0.0581,243.6853
image_1410_Nucleus.ome.tiff,image_1410_Nucleus.ome_fake_B.png,0.6487,0.5117,0.0586,60.4859
image_333_Nucleus.ome.tiff,image_333_Nucleus.ome_fake_B.png,0.2065,0.4249,0.0794,137.8399
image_2082_Nucleus.ome.tiff,image_2082_Nucleus.ome_fake_B.png,0.7016,0.2685,0.0655,118.4075
image_1728_Nucleus.ome.tiff,image_1728_Nucleus.ome_fake_B.png,0.5774,0.4450,0.0855,121.3611
image_1972_Nucleus.ome.tiff,image_1972_Nucleus.ome_fake_B.png,0.6507,0.1906,0.0756,134.1307
image_2260_Nucleus.ome.tiff,image_2260_Nucleus.ome_fake_B.png,0.5582,0.3369,0.0982,143.2403
image_2081_Nucleus.ome.tiff,image_2081_Nucleus.ome_fake_B.png,0.6915,0.2207,0.0674,123.9927
image_1354_Nucleus.ome.tiff,image_1354_Nucleus.ome_fake_B.png,0.6667,0.2166,0.0964,59.1496
image_1348_Nucleus.ome.tiff,image_1348_Nucleus.ome_fake_B.png,0.8572,0.4693,0.0364,45.7515
image_1842_Nucleus.ome.tiff,image_1842_Nucleus.ome_fake_B.png,0.6465,0.3361,0.0708,121.1401
image_671_Nucleus.ome.tiff,image_671_Nucleus.ome_fake_B.png,0.6116,0.2535,0.0507,62.5920
image_2499_Nucleus.ome.tiff,image_2499_Nucleus.ome_fake_B.png,0.6642,0.3996,0.0612,272.9197
image_1466_Nucleus.ome.tiff,image_1466_Nucleus.ome_fake_B.png,0.7487,0.5558,0.0639,54.3112
image_2296_Nucleus.ome.tiff,image_2296_Nucleus.ome_fake_B.png,0.8212,0.6347,0.0369,196.2260
image_1984_Nucleus.ome.tiff,image_1984_Nucleus.ome_fake_B.png,0.5919,0.4014,0.0740,115.5621
image_1563_Nucleus.ome.tiff,image_1563_Nucleus.ome_fake_B.png,0.7247,0.3438,0.0889,59.6629
image_2280_Nucleus.ome.tiff,image_2280_Nucleus.ome_fake_B.png,0.6530,0.2201,0.0774,129.2424
image_1691_Nucleus.ome.tiff,image_1691_Nucleus.ome_fake_B.png,0.7904,0.4367,0.0399,48.6130
image_826_Nucleus.ome.tiff,image_826_Nucleus.ome_fake_B.png,0.6971,-0.0471,0.1025,90.8420
image_2389_Nucleus.ome.tiff,image_2389_Nucleus.ome_fake_B.png,0.8005,0.5866,0.0445,206.3243
image_1821_Nucleus.ome.tiff,image_1821_Nucleus.ome_fake_B.png,0.5703,0.4488,0.0793,107.2836
image_1334_Nucleus.ome.tiff,image_1334_Nucleus.ome_fake_B.png,0.6612,0.2583,0.0729,72.0478
image_1047_Nucleus.ome.tiff,image_1047_Nucleus.ome_fake_B.png,0.6451,0.3231,0.0690,69.9118
image_904_Nucleus.ome.tiff,image_904_Nucleus.ome_fake_B.png,0.7688,0.6582,0.0555,45.0291
image_1465_Nucleus.ome.tiff,image_1465_Nucleus.ome_fake_B.png,0.8641,0.6675,0.0330,38.6038
image_282_Nucleus.ome.tiff,image_282_Nucleus.ome_fake_B.png,0.7571,0.6340,0.0367,108.2095
image_1108_Nucleus.ome.tiff,image_1108_Nucleus.ome_fake_B.png,0.5407,-0.0824,0.0924,83.5466
image_829_Nucleus.ome.tiff,image_829_Nucleus.ome_fake_B.png,0.6781,0.2599,0.1096,80.8097
image_2347_Nucleus.ome.tiff,image_2347_Nucleus.ome_fake_B.png,0.6591,0.1958,0.0951,320.2594
image_2292_Nucleus.ome.tiff,image_2292_Nucleus.ome_fake_B.png,0.8020,0.7325,0.0388,171.2458
image_971_Nucleus.ome.tiff,image_971_Nucleus.ome_fake_B.png,0.3093,0.1784,0.2671,151.4019
image_1360_Nucleus.ome.tiff,image_1360_Nucleus.ome_fake_B.png,0.7705,0.2473,0.0579,58.9383
image_1676_Nucleus.ome.tiff,image_1676_Nucleus.ome_fake_B.png,0.7117,0.3201,0.0922,82.6340
image_1574_Nucleus.ome.tiff,image_1574_Nucleus.ome_fake_B.png,0.0337,0.1362,0.2905,161.9860
image_1612_Nucleus.ome.tiff,image_1612_Nucleus.ome_fake_B.png,0.7907,0.2545,0.0603,64.2934
image_1320_Nucleus.ome.tiff,image_1320_Nucleus.ome_fake_B.png,0.7528,0.0370,0.0746,72.3467
image_1433_Nucleus.ome.tiff,image_1433_Nucleus.ome_fake_B.png,0.6400,0.1683,0.1046,86.4718
image_55_Nucleus.ome.tiff,image_55_Nucleus.ome_fake_B.png,0.2684,0.4059,0.1013,402.5047
image_950_Nucleus.ome.tiff,image_950_Nucleus.ome_fake_B.png,0.7600,0.3958,0.0615,63.5888
image_882_Nucleus.ome.tiff,image_882_Nucleus.ome_fake_B.png,0.6960,0.6244,0.0605,61.6187
image_519_Nucleus.ome.tiff,image_519_Nucleus.ome_fake_B.png,0.7193,0.4162,0.0454,46.3703
image_1247_Nucleus.ome.tiff,image_1247_Nucleus.ome_fake_B.png,0.6221,0.3067,0.0569,62.4946
image_2534_Nucleus.ome.tiff,image_2534_Nucleus.ome_fake_B.png,0.8166,0.4987,0.0301,187.5156
image_2110_Nucleus.ome.tiff,image_2110_Nucleus.ome_fake_B.png,0.6137,0.4336,0.0855,121.4105
image_2519_Nucleus.ome.tiff,image_2519_Nucleus.ome_fake_B.png,0.8074,0.5121,0.0249,171.6436
image_9_Nucleus.ome.tiff,image_9_Nucleus.ome_fake_B.png,0.3426,0.3680,0.0847,221.8145
image_635_Nucleus.ome.tiff,image_635_Nucleus.ome_fake_B.png,0.6736,0.4898,0.0679,63.9274
image_1060_Nucleus.ome.tiff,image_1060_Nucleus.ome_fake_B.png,0.2756,0.1696,0.3930,207.4442
image_350_Nucleus.ome.tiff,image_350_Nucleus.ome_fake_B.png,0.4613,0.3316,0.1301,234.1418
image_234_Nucleus.ome.tiff,image_234_Nucleus.ome_fake_B.png,0.3930,0.6346,0.0606,232.3260
image_51_Nucleus.ome.tiff,image_51_Nucleus.ome_fake_B.png,0.3504,0.1145,0.0720,152.1676
